"tick","id","utility"
10.0,47,0.0
10.0,43,0.0
10.0,24,1.0
10.0,31,0.0
10.0,62,0.0
10.0,22,0.0
10.0,5,2.296282473420411
10.0,37,0.0
10.0,34,0.0
10.0,23,0.0
10.0,61,0.0
10.0,35,0.0
10.0,13,1.9737989260664888
10.0,8,0.0
10.0,17,0.0
10.0,58,0.0
10.0,60,0.0
10.0,6,0.0
10.0,53,149.86882160562936
10.0,63,0.0
10.0,40,0.0
10.0,42,0.0
10.0,20,0.0
10.0,59,0.0
10.0,52,0.0
10.0,9,0.0
10.0,16,0.0
10.0,56,0.0
10.0,54,0.0
10.0,10,0.0
10.0,25,0.0
10.0,26,0.0
10.0,12,0.0
10.0,18,0.0
10.0,64,90.09188817704252
10.0,30,0.0
10.0,36,0.0
10.0,41,1.0
10.0,27,60.174471081438504
10.0,32,1.806989872636028
10.0,7,0.0
10.0,51,125.88644761224765
10.0,19,0.0
10.0,28,0.0
10.0,14,1.0
10.0,11,1.9737989260664888
10.0,38,0.0
10.0,50,0.0
10.0,48,58.38162435199065
10.0,57,0.0
10.0,44,139.01409176452918
10.0,55,81.89701266549056
10.0,0,0.0
10.0,49,0.0
10.0,45,0.0
10.0,33,0.0
10.0,2,0.0
10.0,29,0.0
10.0,39,0.0
10.0,46,0.0
10.0,15,0.0
10.0,1,-69.73941698328332
10.0,4,0.0
10.0,3,0.0
11.0,21,0.0
11.0,47,0.0
11.0,43,0.0
11.0,24,61.23030648886178
11.0,31,0.0
11.0,62,0.0
11.0,22,0.0
11.0,5,2.296282473420411
11.0,37,0.0
11.0,34,0.0
11.0,23,0.0
11.0,61,0.0
11.0,35,0.0
11.0,13,2.806989872636028
11.0,8,0.0
11.0,17,0.0
11.0,58,0.0
11.0,60,0.0
11.0,6,0.0
11.0,53,149.48357966909563
11.0,63,0.0
11.0,40,0.0
11.0,42,0.0
11.0,20,0.0
11.0,59,0.0
11.0,52,0.0
11.0,9,0.0
11.0,16,0.0
11.0,56,0.0
11.0,54,0.0
11.0,10,0.0
11.0,25,0.0
11.0,26,0.0
11.0,12,0.0
11.0,18,0.0
11.0,64,90.09188817704252
11.0,30,0.0
11.0,36,0.0
11.0,41,1.0
11.0,27,60.174471081438504
11.0,32,1.9737989260664888
11.0,7,0.0
11.0,51,52.831252625681984
11.0,19,0.0
11.0,28,0.0
11.0,14,1.4304925052329902
11.0,11,2.032455532033676
11.0,38,0.0
11.0,50,0.0
11.0,48,58.38162435199065
11.0,57,0.0
11.0,44,139.01409176452918
11.0,55,81.89701266549056
11.0,0,0.0
11.0,49,0.0
11.0,45,0.0
11.0,33,0.0
11.0,2,0.0
11.0,29,0.0
11.0,39,0.0
11.0,46,0.0
11.0,15,0.0
11.0,1,74.05519498656567
11.0,4,0.0
11.0,3,0.0
12.0,21,0.0
12.0,47,0.0
12.0,43,0.0
12.0,24,61.23030648886178
12.0,31,0.0
12.0,62,0.0
12.0,22,0.0
12.0,5,2.694427190999916
12.0,37,0.0
12.0,34,0.0
12.0,23,0.0
12.0,61,0.0
12.0,35,0.0
12.0,13,2.540665725035642
12.0,8,0.0
12.0,17,0.0
12.0,58,0.0
12.0,60,0.0
12.0,6,0.0
12.0,53,234.92278117990625
12.0,63,0.0
12.0,40,0.0
12.0,42,0.0
12.0,20,0.0
12.0,59,0.0
12.0,52,0.0
12.0,9,0.0
12.0,16,0.0
12.0,56,0.0
12.0,54,0.0
12.0,10,0.0
12.0,25,0.0
12.0,26,0.0
12.0,12,0.0
12.0,18,0.0
12.0,64,90.09188817704252
12.0,30,0.0
12.0,36,0.0
12.0,41,1.0
12.0,27,60.174471081438504
12.0,32,2.093340048800269
12.0,7,0.0
12.0,51,220.5188428127115
12.0,19,0.0
12.0,28,0.0
12.0,14,1.5941614853994788
12.0,11,2.3745966692414835
12.0,38,0.0
12.0,50,0.0
12.0,48,58.38162435199065
12.0,57,0.0
12.0,44,140.01409176452918
12.0,55,81.89701266549056
12.0,0,0.0
12.0,49,0.0
12.0,45,0.0
12.0,33,0.0
12.0,2,0.0
12.0,29,0.0
12.0,39,0.0
12.0,46,0.0
12.0,15,0.0
12.0,1,-19.57720021389821
12.0,4,0.0
12.0,3,0.0
13.0,21,0.0
13.0,47,0.0
13.0,43,0.0
13.0,24,61.23030648886178
13.0,31,0.0
13.0,62,0.0
13.0,22,0.0
13.0,5,2.564008683890399
13.0,37,0.0
13.0,34,0.0
13.0,23,0.0
13.0,61,0.0
13.0,35,0.0
13.0,13,2.43049250523299
13.0,8,0.0
13.0,17,0.0
13.0,58,0.0
13.0,60,0.0
13.0,6,0.0
13.0,53,234.75911219973977
13.0,63,0.0
13.0,40,0.0
13.0,42,0.0
13.0,20,0.0
13.0,59,0.0
13.0,52,0.0
13.0,9,0.0
13.0,16,0.0
13.0,56,0.0
13.0,54,0.0
13.0,10,0.0
13.0,25,0.0
13.0,26,0.0
13.0,12,0.0
13.0,18,0.0
13.0,64,90.09188817704252
13.0,30,0.0
13.0,36,0.0
13.0,41,1.0
13.0,27,60.174471081438504
13.0,32,1.9737989260664888
13.0,7,0.0
13.0,51,220.5188428127115
13.0,19,0.0
13.0,28,0.0
13.0,14,1.6472135954999578
13.0,11,2.3745966692414835
13.0,38,0.0
13.0,50,0.0
13.0,48,58.38162435199065
13.0,57,0.0
13.0,44,140.01409176452918
13.0,55,81.89701266549056
13.0,0,0.0
13.0,49,0.0
13.0,45,0.0
13.0,33,0.0
13.0,2,0.0
13.0,29,0.0
13.0,39,0.0
13.0,46,0.0
13.0,15,0.0
13.0,1,75.05519498656567
13.0,4,0.0
13.0,3,0.0
14.0,21,0.0
14.0,47,0.0
14.0,43,0.0
14.0,24,61.23030648886178
14.0,31,0.0
14.0,62,0.0
14.0,22,0.0
14.0,5,2.3745966692414835
14.0,37,0.0
14.0,34,0.0
14.0,23,0.0
14.0,61,0.0
14.0,35,0.0
14.0,13,2.0
14.0,8,0.0
14.0,17,0.0
14.0,58,0.0
14.0,60,0.0
14.0,6,0.0
14.0,53,234.32861969450678
14.0,63,0.0
14.0,40,0.0
14.0,42,0.0
14.0,20,0.0
14.0,59,0.0
14.0,52,0.0
14.0,9,0.0
14.0,16,0.0
14.0,56,0.0
14.0,54,0.0
14.0,10,0.0
14.0,25,0.0
14.0,26,0.0
14.0,12,0.0
14.0,18,0.0
14.0,64,90.09188817704252
14.0,30,0.0
14.0,36,0.0
14.0,41,1.0
14.0,27,60.174471081438504
14.0,32,2.3745966692414835
14.0,7,0.0
14.0,51,220.5188428127115
14.0,19,0.0
14.0,28,0.0
14.0,14,1.9737989260664888
14.0,11,2.296282473420411
14.0,38,0.0
14.0,50,0.0
14.0,48,58.38162435199065
14.0,57,0.0
14.0,44,140.01409176452918
14.0,55,81.89701266549056
14.0,0,0.0
14.0,49,0.0
14.0,45,0.0
14.0,33,0.0
14.0,2,0.0
14.0,29,0.0
14.0,39,0.0
14.0,46,0.0
14.0,15,0.0
14.0,1,75.05519498656567
14.0,4,0.0
14.0,3,0.0
15.0,21,0.0
15.0,47,0.0
15.0,43,0.0
15.0,24,61.23030648886178
15.0,31,0.0
15.0,62,0.0
15.0,22,0.0
15.0,5,2.3745966692414835
15.0,37,0.0
15.0,34,0.0
15.0,23,0.0
15.0,61,0.0
15.0,35,0.0
15.0,13,2.0
15.0,8,0.0
15.0,17,0.0
15.0,58,0.0
15.0,60,0.0
15.0,6,0.0
15.0,53,235.32861969450678
15.0,63,0.0
15.0,40,0.0
15.0,42,0.0
15.0,20,0.0
15.0,59,0.0
15.0,52,0.0
15.0,9,0.0
15.0,16,0.0
15.0,56,0.0
15.0,54,0.0
15.0,10,0.0
15.0,25,0.0
15.0,26,0.0
15.0,12,0.0
15.0,18,0.0
15.0,64,90.09188817704252
15.0,30,0.0
15.0,36,0.0
15.0,41,1.0
15.0,27,60.174471081438504
15.0,32,2.296282473420411
15.0,7,0.0
15.0,51,220.5188428127115
15.0,19,0.0
15.0,28,0.0
15.0,14,1.5941614853994788
15.0,11,2.296282473420411
15.0,38,0.0
15.0,50,0.0
15.0,48,58.38162435199065
15.0,57,0.0
15.0,44,198.67273048158296
15.0,55,81.89701266549056
15.0,0,0.0
15.0,49,0.0
15.0,45,0.0
15.0,33,0.0
15.0,2,0.0
15.0,29,0.0
15.0,39,0.0
15.0,46,0.0
15.0,15,0.0
15.0,1,75.5958607116013
15.0,4,0.0
15.0,3,0.0
16.0,21,0.0
16.0,47,0.0
16.0,43,0.0
16.0,24,61.23030648886178
16.0,31,0.0
16.0,62,0.0
16.0,22,0.0
16.0,5,2.3745966692414835
16.0,37,0.0
16.0,34,0.0
16.0,23,0.0
16.0,61,0.0
16.0,35,0.0
16.0,13,2.0
16.0,8,0.0
16.0,17,0.0
16.0,58,0.0
16.0,60,0.0
16.0,6,0.0
16.0,53,235.75911219973977
16.0,63,0.0
16.0,40,0.0
16.0,42,0.0
16.0,20,0.0
16.0,59,0.0
16.0,52,0.0
16.0,9,0.0
16.0,16,0.0
16.0,56,0.0
16.0,54,0.0
16.0,10,0.0
16.0,25,0.0
16.0,26,0.0
16.0,12,0.0
16.0,18,0.0
16.0,64,90.09188817704252
16.0,30,0.0
16.0,36,0.0
16.0,41,1.0
16.0,27,60.174471081438504
16.0,32,2.032455532033676
16.0,7,0.0
16.0,51,220.5188428127115
16.0,19,0.0
16.0,28,0.0
16.0,14,1.0
16.0,11,2.296282473420411
16.0,38,0.0
16.0,50,0.0
16.0,48,58.38162435199065
16.0,57,0.0
16.0,44,198.67273048158296
16.0,55,81.89701266549056
16.0,0,0.0
16.0,49,0.0
16.0,45,0.0
16.0,33,0.0
16.0,2,0.0
16.0,29,0.0
16.0,39,0.0
16.0,46,0.0
16.0,15,0.0
16.0,1,75.86218485920169
16.0,4,0.0
16.0,3,0.0
17.0,21,0.0
17.0,47,0.0
17.0,43,0.0
17.0,24,61.23030648886178
17.0,31,0.0
17.0,62,0.0
17.0,22,0.0
17.0,5,2.296282473420411
17.0,37,0.0
17.0,34,0.0
17.0,23,0.0
17.0,61,0.0
17.0,35,0.0
17.0,13,2.0
17.0,8,0.0
17.0,17,0.0
17.0,58,0.0
17.0,60,0.0
17.0,6,0.0
17.0,53,235.32861969450678
17.0,63,0.0
17.0,40,0.0
17.0,42,0.0
17.0,20,0.0
17.0,59,0.0
17.0,52,0.0
17.0,9,0.0
17.0,16,0.0
17.0,56,0.0
17.0,54,0.0
17.0,10,0.0
17.0,25,0.0
17.0,26,0.0
17.0,12,0.0
17.0,18,0.0
17.0,64,90.09188817704252
17.0,30,0.0
17.0,36,0.0
17.0,41,1.0
17.0,27,60.174471081438504
17.0,32,2.296282473420411
17.0,7,0.0
17.0,51,220.5188428127115
17.0,19,0.0
17.0,28,0.0
17.0,14,1.0
17.0,11,2.694427190999916
17.0,38,0.0
17.0,50,0.0
17.0,48,58.38162435199065
17.0,57,0.0
17.0,44,198.67273048158296
17.0,55,81.89701266549056
17.0,0,0.0
17.0,49,0.0
17.0,45,0.0
17.0,33,0.0
17.0,2,0.0
17.0,29,0.0
17.0,39,0.0
17.0,46,0.0
17.0,15,0.0
17.0,1,76.14853503536594
17.0,4,0.0
17.0,3,0.0
18.0,21,0.0
18.0,47,0.0
18.0,43,0.0
18.0,24,61.23030648886178
18.0,31,0.0
18.0,62,0.0
18.0,22,0.0
18.0,5,2.093340048800269
18.0,37,0.0
18.0,34,0.0
18.0,23,0.0
18.0,61,0.0
18.0,35,1.0
18.0,13,2.0
18.0,8,0.0
18.0,17,0.0
18.0,58,0.0
18.0,60,0.0
18.0,6,0.0
18.0,53,303.7643637301061
18.0,63,0.0
18.0,40,0.0
18.0,42,0.0
18.0,20,0.0
18.0,59,0.0
18.0,52,0.0
18.0,9,0.0
18.0,16,0.0
18.0,56,0.0
18.0,54,0.0
18.0,10,0.0
18.0,25,0.0
18.0,26,0.0
18.0,12,0.0
18.0,18,0.0
18.0,64,90.09188817704252
18.0,30,0.0
18.0,36,0.0
18.0,41,1.0
18.0,27,60.174471081438504
18.0,32,1.806989872636028
18.0,7,0.0
18.0,51,220.5188428127115
18.0,19,0.0
18.0,28,0.0
18.0,14,1.0
18.0,11,2.564008683890399
18.0,38,0.0
18.0,50,0.0
18.0,48,58.38162435199065
18.0,57,0.0
18.0,44,198.67273048158296
18.0,55,81.89701266549056
18.0,0,0.0
18.0,49,0.0
18.0,45,0.0
18.0,33,0.0
18.0,2,0.0
18.0,29,0.0
18.0,39,0.0
18.0,46,0.0
18.0,15,0.0
18.0,1,76.14853503536594
18.0,4,0.0
18.0,3,0.0
19.0,21,0.0
19.0,47,0.0
19.0,43,0.0
19.0,24,61.23030648886178
19.0,31,0.0
19.0,62,0.0
19.0,22,0.0
19.0,5,1.0
19.0,37,0.0
19.0,34,0.0
19.0,23,0.0
19.0,61,0.0
19.0,35,1.4304925052329902
19.0,13,2.0
19.0,8,0.0
19.0,17,0.0
19.0,58,0.0
19.0,60,0.0
19.0,6,0.0
19.0,53,303.7643637301061
19.0,63,0.0
19.0,40,0.0
19.0,42,0.0
19.0,20,0.0
19.0,59,0.0
19.0,52,0.0
19.0,9,0.0
19.0,16,0.0
19.0,56,0.0
19.0,54,0.0
19.0,10,0.0
19.0,25,0.0
19.0,26,0.0
19.0,12,0.0
19.0,18,0.0
19.0,64,90.09188817704252
19.0,30,0.0
19.0,36,0.0
19.0,41,1.0
19.0,27,60.174471081438504
19.0,32,1.9737989260664888
19.0,7,0.0
19.0,51,220.5188428127115
19.0,19,0.0
19.0,28,0.0
19.0,14,1.0
19.0,11,2.296282473420411
19.0,38,0.0
19.0,50,0.0
19.0,48,58.38162435199065
19.0,57,0.0
19.0,44,198.67273048158296
19.0,55,81.89701266549056
19.0,0,0.0
19.0,49,0.0
19.0,45,0.0
19.0,33,0.0
19.0,2,0.0
19.0,29,0.0
19.0,39,0.0
19.0,46,0.0
19.0,15,0.0
19.0,1,76.35147745998607
19.0,4,0.0
19.0,3,0.0
20.0,21,0.0
20.0,47,0.0
20.0,43,0.0
20.0,24,61.23030648886178
20.0,31,0.0
20.0,62,0.0
20.0,22,0.0
20.0,5,80.88370111295427
20.0,37,0.0
20.0,34,0.0
20.0,23,0.0
20.0,61,0.0
20.0,35,1.0
20.0,13,2.0
20.0,8,0.0
20.0,17,0.0
20.0,58,0.0
20.0,60,0.0
20.0,6,0.0
20.0,53,303.7643637301061
20.0,63,0.0
20.0,40,0.0
20.0,42,0.0
20.0,20,0.0
20.0,59,0.0
20.0,52,0.0
20.0,9,1.0
20.0,16,0.0
20.0,56,0.0
20.0,54,0.0
20.0,10,0.0
20.0,25,0.0
20.0,26,0.0
20.0,12,0.0
20.0,18,0.0
20.0,64,90.09188817704252
20.0,30,0.0
20.0,36,0.0
20.0,41,1.0
20.0,27,60.174471081438504
20.0,32,1.9737989260664888
20.0,7,0.0
20.0,51,220.5188428127115
20.0,19,0.0
20.0,28,0.0
20.0,14,1.0
20.0,11,1.9737989260664888
20.0,38,0.0
20.0,50,0.0
20.0,48,58.38162435199065
20.0,57,0.0
20.0,44,198.67273048158296
20.0,55,81.89701266549056
20.0,0,0.0
20.0,49,0.0
20.0,45,0.0
20.0,33,0.0
20.0,2,0.0
20.0,29,0.0
20.0,39,0.0
20.0,46,0.0
20.0,15,0.0
20.0,1,76.74962217756558
20.0,4,0.0
20.0,3,0.0
21.0,21,0.0
21.0,47,0.0
21.0,43,0.0
21.0,24,61.23030648886178
21.0,31,0.0
21.0,62,0.0
21.0,22,0.0
21.0,5,80.88370111295427
21.0,37,0.0
