simName,height,width,agentCount,holeCount,tileCount,homeCount,obstacleCount,energy,changeInterval,simName,height,width,agentCount,holeCount,tileCount,homeCount,obstacleCount,energy,changeInterval
TileWorld_1,50,100,2,30,30,2,20,500,100,TileWorld_2,50,100,2,60,60,2,40,500,100

tick,agent,score,energy,location,target
311.0,1,44,209,[38, 25],[37, 24]
312.0,1,44,208,[37, 24],null
312.0,2,77,223,[90, 38],null
313.0,1,44,207,[38, 24],[39, 25]
313.0,2,77,222,[90, 39],[92, 42]
314.0,2,77,221,[90, 40],[92, 42]
314.0,1,44,206,[39, 25],null
315.0,2,77,220,[91, 41],[92, 42]
315.0,1,44,205,[39, 26],[36, 29]
316.0,2,77,219,[92, 42],null
316.0,1,44,204,[38, 27],[36, 29]
317.0,2,77,218,[91, 41],[89, 39]
317.0,1,44,203,[37, 28],[36, 29]
318.0,1,44,202,[36, 29],null
318.0,2,77,217,[90, 40],[89, 39]
319.0,1,44,201,[36, 30],[34, 33]
319.0,2,77,216,[89, 39],null
320.0,1,44,201,[36, 30],[34, 33]
320.0,2,77,216,[89, 39],null
321.0,2,77,214,[89, 41],[88, 43]
321.0,1,44,199,[35, 32],[34, 33]
322.0,1,44,198,[34, 33],null
322.0,2,77,213,[89, 42],[88, 43]
323.0,1,44,197,[34, 34],[33, 35]
323.0,2,77,212,[88, 43],null
324.0,1,44,196,[33, 35],null
324.0,2,77,211,[87, 43],[86, 43]
325.0,1,44,196,[33, 35],null
325.0,2,77,211,[87, 43],[86, 43]
326.0,2,77,209,[87, 44],[89, 46]
326.0,1,44,194,[31, 35],[29, 33]
327.0,1,44,193,[30, 34],[29, 33]
327.0,2,77,208,[88, 45],[89, 46]
328.0,1,44,193,[30, 34],[29, 33]
328.0,2,77,208,[88, 45],[89, 46]
329.0,2,77,207,[89, 46],null
329.0,1,44,192,[29, 33],null
330.0,2,77,205,[91, 47],[93, 49]
330.0,1,44,190,[31, 31],[32, 30]
331.0,1,44,190,[31, 31],[32, 30]
331.0,2,77,205,[91, 47],[93, 49]
332.0,2,77,203,[93, 49],null
332.0,1,44,188,[32, 29],[33, 28]
333.0,1,44,187,[33, 28],null
333.0,2,77,202,[93, 0],[92, 2]
334.0,2,77,201,[93, 1],[92, 2]
334.0,1,44,186,[32, 27],[30, 25]
335.0,1,44,186,[32, 27],[30, 25]
335.0,2,77,201,[93, 1],[92, 2]
336.0,2,77,199,[92, 1],[93, 1]
336.0,1,44,184,[30, 25],null
337.0,2,77,198,[93, 1],null
337.0,1,44,184,[30, 25],null
338.0,2,77,197,[93, 0],null
338.0,1,46,184,[30, 25],null
339.0,1,46,183,[31, 24],[32, 23]
339.0,2,77,196,[92, 0],[90, 1]
340.0,2,77,196,[92, 0],[90, 1]
340.0,1,46,183,[31, 24],[32, 23]
341.0,1,46,182,[32, 23],null
341.0,2,77,194,[90, 1],null
342.0,2,77,194,[90, 1],null
342.0,1,46,182,[32, 23],null
343.0,2,77,192,[90, 49],[91, 47]
343.0,1,46,180,[31, 25],null
344.0,1,46,180,[31, 25],null
344.0,2,77,192,[90, 49],[91, 47]
345.0,2,77,190,[91, 47],null
345.0,1,55,179,[32, 26],[34, 28]
346.0,1,55,179,[32, 26],[34, 28]
346.0,2,77,190,[91, 47],null
347.0,1,55,178,[33, 27],[34, 28]
347.0,2,77,189,[90, 47],null
348.0,1,55,177,[34, 28],null
348.0,2,77,188,[90, 48],[91, 49]
349.0,1,55,175,[32, 26],null
349.0,2,77,186,[90, 49],[88, 48]
350.0,2,77,185,[89, 49],[88, 48]
350.0,1,55,174,[33, 26],[35, 26]
351.0,2,77,184,[88, 48],null
351.0,1,55,173,[34, 26],[35, 26]
352.0,1,55,173,[34, 26],[35, 26]
352.0,2,77,184,[88, 48],null
353.0,2,77,183,[89, 47],null
353.0,1,55,172,[35, 26],null
354.0,2,77,182,[88, 47],[86, 48]
354.0,1,55,170,[33, 25],[31, 23]
355.0,2,77,182,[88, 47],[86, 48]
355.0,1,55,170,[33, 25],[31, 23]
356.0,2,77,180,[86, 48],null
356.0,1,55,168,[31, 23],null
357.0,2,77,179,[86, 47],[88, 45]
357.0,1,55,167,[31, 22],[31, 20]
358.0,2,77,179,[86, 47],[88, 45]
358.0,1,55,167,[31, 22],[31, 20]
359.0,2,77,178,[87, 46],[88, 45]
359.0,1,55,166,[31, 21],[31, 20]
360.0,1,55,164,[33, 19],[61, 6]
360.0,2,77,176,[88, 44],[86, 42]
361.0,2,77,175,[87, 43],[86, 42]
361.0,1,55,163,[34, 18],[61, 6]
362.0,1,55,163,[34, 18],[61, 6]
362.0,2,77,175,[87, 43],[86, 42]
363.0,2,77,174,[86, 42],null
363.0,1,55,162,[35, 17],[61, 6]
364.0,1,55,160,[37, 15],[61, 6]
364.0,2,77,172,[87, 44],[88, 45]
365.0,2,77,172,[87, 44],[88, 45]
365.0,1,55,160,[37, 15],[61, 6]
366.0,2,77,170,[88, 46],[85, 49]
366.0,1,55,158,[39, 13],[61, 6]
367.0,2,77,169,[87, 47],[85, 49]
367.0,1,55,157,[40, 12],[61, 6]
368.0,2,77,168,[86, 48],[85, 49]
368.0,1,55,156,[41, 11],[61, 6]
369.0,2,77,167,[85, 49],null
369.0,1,55,155,[42, 10],[61, 6]
370.0,1,55,154,[43, 9],[61, 6]
370.0,2,77,166,[85, 48],[86, 45]
371.0,2,77,165,[84, 47],[74, 48]
371.0,1,55,153,[44, 8],[61, 6]
372.0,1,55,152,[45, 7],[61, 6]
372.0,2,77,164,[83, 46],[74, 48]
373.0,1,55,151,[46, 6],[61, 6]
373.0,2,77,163,[82, 45],[74, 48]
374.0,1,55,150,[47, 5],[61, 6]
374.0,2,77,162,[81, 44],[74, 48]
375.0,1,55,150,[47, 5],[61, 6]
375.0,2,77,162,[81, 44],[74, 48]
376.0,2,77,161,[80, 45],[74, 48]
376.0,1,55,149,[48, 6],[61, 6]
377.0,2,77,160,[79, 46],[74, 48]
377.0,1,55,148,[49, 5],[61, 6]
378.0,1,55,147,[50, 6],[61, 6]
378.0,2,77,159,[78, 45],[74, 48]
379.0,2,77,158,[77, 45],[74, 48]
379.0,1,55,146,[51, 5],[61, 6]
380.0,1,55,145,[52, 6],[61, 6]
380.0,2,77,157,[76, 46],[74, 48]
381.0,1,55,144,[53, 5],[61, 6]
381.0,2,77,156,[75, 47],[74, 48]
382.0,1,55,142,[55, 5],[61, 6]
382.0,2,77,499,[74, 49],[73, 0]
383.0,2,77,498,[73, 0],null
383.0,1,55,141,[56, 6],[61, 6]
384.0,2,84,498,[73, 0],null
384.0,1,55,140,[57, 5],[61, 6]
385.0,1,55,140,[57, 5],[61, 6]
385.0,2,84,498,[73, 0],null
386.0,1,55,139,[58, 5],[61, 6]
386.0,2,84,497,[73, 49],null
387.0,2,84,495,[75, 47],[76, 46]
387.0,1,55,137,[60, 5],[61, 6]
388.0,2,84,495,[75, 47],[76, 46]
388.0,1,55,137,[60, 5],[61, 6]
389.0,1,55,500,[61, 6],null
389.0,2,84,494,[76, 46],null
390.0,1,55,498,[61, 8],[64, 11]
390.0,2,84,492,[75, 48],[74, 49]
391.0,2,84,492,[75, 48],[74, 49]
391.0,1,55,498,[61, 8],[64, 11]
392.0,2,84,490,[74, 0],[73, 1]
392.0,1,55,496,[63, 10],[64, 11]
393.0,2,84,489,[73, 1],null
393.0,1,55,495,[64, 11],null
394.0,1,55,494,[65, 11],null
394.0,2,84,488,[73, 2],[73, 4]
395.0,1,55,493,[65, 10],[65, 8]
395.0,2,84,487,[73, 3],[73, 4]
396.0,2,84,486,[73, 4],null
396.0,1,55,493,[65, 10],[65, 8]
397.0,1,55,493,[65, 10],[65, 8]
397.0,2,84,486,[73, 4],null
398.0,2,84,485,[72, 4],[69, 1]
398.0,1,55,492,[65, 9],[65, 8]
399.0,1,55,491,[65, 8],null
399.0,2,84,484,[71, 3],[69, 1]
400.0,2,84,483,[70, 2],[69, 1]
400.0,1,55,490,[65, 9],[63, 12]
401.0,2,84,482,[69, 1],null
401.0,1,55,489,[65, 10],[63, 12]
402.0,1,55,487,[63, 12],null
402.0,2,84,480,[68, 3],null
403.0,1,55,486,[63, 13],[66, 16]
403.0,2,84,479,[68, 4],[69, 5]
404.0,2,84,479,[68, 4],[69, 5]
404.0,1,55,486,[63, 13],[66, 16]
405.0,1,55,485,[64, 14],[66, 16]
405.0,2,84,478,[69, 5],null
406.0,2,84,477,[70, 5],[73, 7]
406.0,1,55,484,[65, 15],[66, 16]
407.0,2,84,475,[72, 6],[73, 7]
407.0,1,55,482,[66, 15],[66, 14]
408.0,1,55,481,[66, 14],null
408.0,2,84,474,[73, 7],null
409.0,2,84,474,[73, 7],null
409.0,1,55,481,[66, 14],null
410.0,1,55,479,[68, 14],[69, 13]
410.0,2,84,472,[75, 7],[76, 7]
411.0,2,84,472,[75, 7],[76, 7]
411.0,1,55,479,[68, 14],[69, 13]
412.0,1,55,478,[69, 13],null
412.0,2,84,471,[76, 7],null
413.0,2,84,470,[77, 8],[79, 10]
413.0,1,55,477,[70, 13],[72, 13]
414.0,2,84,469,[78, 9],[79, 10]
414.0,1,55,476,[71, 13],[72, 13]
415.0,1,55,475,[72, 13],null
415.0,2,84,468,[79, 10],null
416.0,2,84,468,[79, 10],null
416.0,1,55,474,[73, 13],[75, 13]
417.0,2,84,466,[79, 12],[78, 14]
417.0,1,55,472,[75, 13],null
418.0,2,84,465,[79, 13],[78, 14]
418.0,1,55,471,[75, 14],[78, 17]
419.0,1,55,471,[75, 14],[78, 17]
419.0,2,84,465,[79, 13],[78, 14]
420.0,2,84,464,[78, 14],null
420.0,1,55,470,[76, 15],[78, 17]
421.0,2,84,462,[79, 14],[82, 17]
421.0,1,55,468,[78, 17],null
422.0,2,84,461,[80, 15],[82, 17]
422.0,1,55,468,[78, 17],null
423.0,1,55,467,[79, 17],[82, 15]
423.0,2,84,460,[81, 16],[82, 17]
424.0,2,84,459,[82, 17],null
424.0,1,55,466,[80, 17],[82, 15]
425.0,2,84,459,[82, 17],null
425.0,1,55,466,[80, 17],[82, 15]
426.0,1,55,465,[81, 16],[82, 15]
426.0,2,84,458,[82, 16],null
427.0,2,84,456,[82, 14],[82, 13]
427.0,1,55,463,[81, 15],[80, 16]
428.0,1,55,463,[81, 15],[80, 16]
428.0,2,84,456,[82, 14],[82, 13]
429.0,2,84,454,[83, 12],[84, 11]
429.0,1,55,461,[80, 17],[78, 20]
430.0,2,84,454,[83, 12],[84, 11]
430.0,1,55,461,[80, 17],[78, 20]
431.0,2,84,452,[85, 12],null
431.0,1,55,459,[79, 19],[78, 20]
432.0,1,55,459,[79, 19],[78, 20]
432.0,2,84,452,[85, 12],null
433.0,1,55,458,[78, 20],null
433.0,2,84,451,[84, 12],[81, 10]
434.0,1,55,456,[76, 21],[75, 22]
434.0,2,84,449,[82, 11],[81, 10]
435.0,1,55,456,[76, 21],[75, 22]
435.0,2,84,448,[81, 10],null
436.0,1,55,456,[76, 21],[75, 22]
436.0,2,84,448,[81, 10],null
437.0,2,84,447,[82, 10],[84, 9]
437.0,1,55,455,[75, 22],null
438.0,2,84,446,[83, 10],[84, 9]
438.0,1,61,455,[75, 22],null
439.0,1,61,454,[76, 21],[77, 20]
439.0,2,84,445,[84, 9],null
440.0,1,61,452,[76, 21],[74, 23]
440.0,2,84,443,[83, 10],null
441.0,1,61,451,[75, 22],[74, 23]
441.0,2,84,442,[83, 9],[82, 7]
442.0,2,84,442,[83, 9],[82, 7]
442.0,1,61,451,[75, 22],[74, 23]
443.0,2,84,440,[82, 7],null
443.0,1,61,449,[75, 23],[78, 24]
444.0,1,61,448,[76, 23],[78, 24]
444.0,2,84,439,[82, 6],[81, 4]
445.0,2,84,439,[82, 6],[81, 4]
445.0,1,61,448,[76, 23],[78, 24]
446.0,2,84,437,[81, 4],null
446.0,1,61,446,[78, 24],null
447.0,2,84,436,[82, 4],[85, 1]
447.0,1,61,445,[79, 25],[81, 27]
448.0,1,61,444,[80, 26],[81, 27]
448.0,2,84,435,[83, 3],[85, 1]
449.0,2,84,435,[83, 3],[85, 1]
449.0,1,61,444,[80, 26],[81, 27]
450.0,2,84,433,[85, 1],null
450.0,1,67,443,[81, 27],null
451.0,2,84,432,[84, 1],[83, 2]
451.0,1,67,442,[82, 27],[84, 28]
452.0,2,84,432,[84, 1],[83, 2]
452.0,1,67,442,[82, 27],[84, 28]
453.0,1,67,441,[83, 27],[84, 28]
453.0,2,84,431,[83, 2],null
454.0,2,84,429,[83, 0],[81, 48]
454.0,1,67,439,[84, 29],[86, 32]
455.0,2,84,429,[83, 0],[81, 48]
455.0,1,67,439,[84, 29],[86, 32]
456.0,1,67,438,[84, 30],[86, 32]
456.0,2,84,428,[82, 49],[81, 48]
457.0,1,67,437,[85, 31],[86, 32]
457.0,2,84,427,[81, 48],null
458.0,2,84,426,[81, 49],[84, 2]
458.0,1,67,436,[86, 32],null
459.0,2,84,425,[82, 0],[84, 2]
459.0,1,67,436,[86, 32],null
460.0,2,84,423,[84, 2],null
460.0,1,67,434,[88, 31],[89, 30]
461.0,2,84,422,[84, 3],null
461.0,1,67,433,[89, 30],null
462.0,2,84,421,[83, 3],[80, 6]
462.0,1,67,432,[89, 29],[87, 26]
463.0,1,67,432,[89, 29],[87, 26]
463.0,2,84,421,[83, 3],[80, 6]
464.0,1,67,431,[89, 28],[87, 26]
464.0,2,84,420,[82, 4],[80, 6]
465.0,2,84,418,[80, 6],null
465.0,1,67,429,[87, 26],null
466.0,1,67,429,[87, 26],null
466.0,2,84,418,[80, 6],null
467.0,2,84,416,[82, 6],[84, 8]
467.0,1,70,428,[87, 25],[87, 23]
468.0,1,70,427,[87, 24],[87, 23]
468.0,2,84,415,[83, 7],[84, 8]
469.0,1,70,426,[87, 23],null
469.0,2,84,414,[84, 8],null
470.0,1,70,425,[86, 22],[85, 21]
470.0,2,84,413,[83, 8],[80, 6]
471.0,2,84,413,[83, 8],[80, 6]
471.0,1,70,425,[86, 22],[85, 21]
472.0,1,70,423,[84, 21],[83, 22]
472.0,2,84,411,[81, 7],[80, 6]
473.0,2,84,410,[80, 6],null
473.0,1,70,422,[83, 22],null
474.0,2,84,410,[80, 6],null
474.0,1,70,422,[83, 22],null
475.0,1,70,420,[83, 20],null
475.0,2,84,408,[81, 8],[83, 10]
476.0,2,84,408,[81, 8],[83, 10]
476.0,1,70,420,[83, 20],null
477.0,1,70,419,[82, 20],[79, 23]
477.0,2,84,407,[82, 9],[83, 10]
478.0,1,70,418,[81, 21],[79, 23]
478.0,2,84,406,[83, 10],null
479.0,1,70,417,[80, 22],[79, 23]
479.0,2,84,405,[84, 10],[87, 13]
480.0,2,84,403,[86, 12],[87, 13]
480.0,1,70,415,[79, 24],[79, 25]
481.0,2,84,403,[86, 12],[87, 13]
481.0,1,70,415,[79, 24],[79, 25]
482.0,1,70,413,[78, 25],[75, 23]
482.0,2,84,401,[86, 13],[83, 16]
483.0,2,84,401,[86, 13],[83, 16]
483.0,1,70,413,[78, 25],[75, 23]
484.0,1,70,412,[77, 25],[75, 23]
484.0,2,84,400,[85, 14],[83, 16]
485.0,1,70,410,[75, 23],null
485.0,2,84,398,[83, 16],null
486.0,2,84,397,[84, 17],[85, 18]
486.0,1,70,409,[74, 22],[72, 20]
487.0,2,84,396,[85, 18],null
487.0,1,70,408,[73, 21],[72, 20]
488.0,1,70,408,[73, 21],[72, 20]
488.0,2,84,396,[85, 18],null
489.0,1,70,406,[73, 19],[72, 20]
489.0,2,84,394,[85, 20],[83, 22]
490.0,1,70,406,[73, 19],[72, 20]
490.0,2,84,394,[85, 20],[83, 22]
491.0,1,70,405,[73, 18],[72, 20]
491.0,2,84,393,[84, 21],[83, 22]
492.0,2,84,391,[84, 21],[86, 19]
492.0,1,70,403,[74, 18],[72, 20]
493.0,1,70,403,[74, 18],[72, 20]
493.0,2,84,391,[84, 21],[86, 19]
494.0,2,84,389,[86, 19],null
494.0,1,70,401,[73, 19],[72, 20]
495.0,2,84,388,[86, 20],[87, 22]
495.0,1,70,400,[73, 20],[72, 20]
496.0,1,70,400,[73, 20],[72, 20]
496.0,2,84,388,[86, 20],[87, 22]
497.0,1,70,398,[72, 22],[72, 20]
497.0,2,84,386,[87, 22],null
498.0,1,70,397,[71, 21],[72, 20]
498.0,2,84,385,[86, 22],null
499.0,2,84,384,[85, 21],[84, 20]
499.0,1,70,396,[71, 20],[72, 20]
500.0,1,70,395,[70, 19],[72, 20]
500.0,2,84,383,[84, 20],null
501.0,2,84,383,[84, 20],null
501.0,1,70,395,[70, 19],[72, 20]
502.0,1,70,394,[71, 19],[72, 20]
502.0,2,84,382,[84, 21],[85, 23]
503.0,2,84,381,[84, 22],[85, 23]
503.0,1,70,393,[72, 20],null
504.0,2,84,379,[85, 24],[82, 27]
504.0,1,70,391,[73, 18],[75, 16]
505.0,2,84,379,[85, 24],[82, 27]
505.0,1,70,391,[73, 18],[75, 16]
506.0,1,70,390,[74, 17],[75, 16]
506.0,2,84,378,[84, 25],[82, 27]
507.0,2,84,377,[83, 26],[82, 27]
507.0,1,70,389,[75, 16],null
508.0,1,70,388,[76, 17],[78, 19]
508.0,2,84,375,[83, 27],[85, 29]
509.0,1,70,387,[77, 18],[78, 19]
509.0,2,84,374,[84, 28],[85, 29]
510.0,1,70,387,[77, 18],[78, 19]
510.0,2,84,374,[84, 28],[85, 29]
511.0,2,84,373,[85, 29],null
511.0,1,70,385,[78, 20],[81, 23]
512.0,2,84,373,[85, 29],null
512.0,1,70,385,[78, 20],[81, 23]
513.0,2,84,371,[83, 29],[82, 30]
513.0,1,70,384,[79, 21],[81, 23]
514.0,1,70,383,[80, 22],[81, 23]
514.0,2,84,370,[82, 30],null
515.0,1,70,382,[81, 23],null
515.0,2,84,369,[83, 30],[86, 31]
516.0,1,70,381,[80, 23],[77, 22]
516.0,2,84,368,[84, 30],[86, 31]
517.0,1,70,380,[79, 23],[77, 22]
517.0,2,84,367,[85, 30],[86, 31]
518.0,2,84,367,[85, 30],[86, 31]
518.0,1,70,380,[79, 23],[77, 22]
519.0,1,70,378,[77, 22],null
519.0,2,84,365,[86, 30],[88, 27]
520.0,1,70,377,[77, 21],[77, 18]
520.0,2,84,364,[86, 29],[88, 27]
521.0,1,70,377,[77, 21],[77, 18]
521.0,2,84,364,[86, 29],[88, 27]
522.0,1,70,375,[77, 19],[77, 18]
522.0,2,84,362,[88, 27],null
523.0,1,70,375,[77, 19],[77, 18]
523.0,2,84,362,[88, 27],null
524.0,2,84,361,[87, 26],[86, 24]
524.0,1,70,374,[77, 18],null
525.0,2,84,359,[86, 24],null
525.0,1,70,372,[79, 18],[81, 17]
526.0,2,84,358,[86, 23],[88, 20]
526.0,1,70,371,[80, 18],[81, 17]
527.0,1,70,370,[81, 17],null
527.0,2,84,357,[86, 22],[88, 20]
528.0,2,84,357,[86, 22],[88, 20]
528.0,1,70,370,[81, 17],null
529.0,1,70,368,[83, 19],[85, 21]
529.0,2,84,355,[88, 20],null
530.0,1,70,367,[84, 20],[85, 21]
530.0,2,84,354,[87, 21],[84, 24]
531.0,2,84,354,[87, 21],[84, 24]
531.0,1,70,367,[84, 20],[85, 21]
532.0,1,70,366,[85, 21],null
532.0,2,84,353,[86, 22],[84, 24]
533.0,2,84,352,[85, 23],[84, 24]
533.0,1,70,365,[84, 21],[81, 21]
534.0,2,84,350,[85, 25],null
534.0,1,70,363,[82, 21],[81, 21]
535.0,2,84,349,[84, 25],[81, 24]
535.0,1,70,362,[81, 21],null
536.0,1,70,362,[81, 21],null
536.0,2,84,349,[84, 25],[81, 24]
537.0,1,70,360,[80, 23],[78, 25]
537.0,2,84,347,[82, 25],[81, 24]
538.0,1,70,359,[79, 24],[78, 25]
538.0,2,84,346,[81, 24],null
539.0,1,70,358,[78, 25],null
539.0,2,84,345,[82, 24],[83, 24]
540.0,2,84,345,[82, 24],[83, 24]
540.0,1,70,358,[78, 25],null
541.0,1,70,357,[79, 25],[80, 26]
541.0,2,84,344,[83, 24],null
542.0,2,84,342,[82, 26],[80, 28]
542.0,1,70,355,[79, 26],[76, 26]
543.0,2,84,342,[82, 26],[80, 28]
543.0,1,70,355,[79, 26],[76, 26]
544.0,1,70,354,[78, 26],[76, 26]
544.0,2,84,341,[81, 27],[80, 28]
545.0,2,84,339,[81, 29],[82, 30]
545.0,1,70,352,[76, 26],null
546.0,2,84,338,[82, 30],null
546.0,1,70,351,[75, 27],[73, 29]
547.0,1,70,350,[74, 28],[73, 29]
547.0,2,84,337,[83, 30],[85, 32]
548.0,1,70,350,[74, 28],[73, 29]
548.0,2,84,337,[83, 30],[85, 32]
549.0,1,70,349,[73, 29],null
549.0,2,84,336,[84, 31],[85, 32]
550.0,2,84,334,[86, 32],[89, 34]
550.0,1,70,347,[75, 28],[77, 26]
551.0,1,70,347,[75, 28],[77, 26]
551.0,2,84,334,[86, 32],[89, 34]
552.0,1,70,345,[77, 26],null
552.0,2,84,332,[88, 33],[89, 34]
553.0,2,84,331,[89, 34],null
553.0,1,70,344,[77, 27],[78, 29]
554.0,2,84,330,[88, 33],[86, 31]
554.0,1,70,343,[77, 28],[78, 29]
555.0,2,84,330,[88, 33],[86, 31]
555.0,1,70,343,[77, 28],[78, 29]
556.0,1,70,341,[78, 28],[78, 26]
556.0,2,84,328,[86, 31],null
557.0,1,70,340,[78, 27],[78, 26]
557.0,2,84,327,[85, 31],[82, 33]
558.0,1,70,339,[78, 26],null
558.0,2,84,326,[84, 31],[82, 33]
559.0,1,70,339,[78, 26],null
559.0,2,84,326,[84, 31],[82, 33]
560.0,2,84,325,[83, 32],[82, 33]
560.0,1,70,338,[78, 27],[81, 30]
561.0,1,70,336,[80, 29],[81, 30]
561.0,2,84,323,[81, 33],[79, 32]
562.0,2,84,323,[81, 33],[79, 32]
562.0,1,70,336,[80, 29],[81, 30]
563.0,1,70,334,[81, 31],[80, 32]
563.0,2,84,321,[79, 32],null
564.0,1,70,334,[81, 31],[80, 32]
564.0,2,84,321,[79, 32],null
565.0,2,84,320,[79, 33],[79, 35]
565.0,1,70,333,[80, 32],null
566.0,2,84,319,[79, 34],[79, 35]
566.0,1,70,332,[81, 32],[82, 31]
567.0,2,84,317,[79, 36],[77, 38]
567.0,1,70,330,[81, 30],[79, 28]
568.0,2,84,316,[78, 37],[77, 38]
568.0,1,70,329,[80, 29],[79, 28]
569.0,1,70,328,[79, 28],null
569.0,2,84,315,[77, 38],null
570.0,1,70,327,[80, 28],[83, 25]
570.0,2,91,315,[77, 38],null
571.0,1,70,326,[81, 27],[83, 25]
571.0,2,91,314,[78, 38],[80, 37]
572.0,1,70,325,[82, 26],[83, 25]
572.0,2,91,313,[79, 38],[80, 37]
573.0,2,91,312,[80, 37],null
573.0,1,70,324,[83, 25],null
574.0,2,91,312,[80, 37],null
574.0,1,70,323,[84, 25],[87, 22]
575.0,1,70,323,[84, 25],[87, 22]
575.0,2,91,312,[80, 37],null
576.0,1,70,321,[86, 23],[87, 22]
576.0,2,91,310,[78, 37],[77, 38]
577.0,1,70,321,[86, 23],[87, 22]
577.0,2,91,310,[78, 37],[77, 38]
578.0,2,91,309,[77, 38],null
578.0,1,70,320,[87, 22],null
579.0,2,101,308,[76, 38],[73, 35]
579.0,1,70,318,[89, 21],[90, 22]
580.0,1,70,317,[90, 22],null
580.0,2,101,307,[75, 37],[73, 35]
581.0,2,101,307,[75, 37],[73, 35]
581.0,1,70,317,[90, 22],null
582.0,2,101,305,[73, 35],null
582.0,1,70,315,[90, 22],[87, 23]
583.0,1,70,315,[90, 22],[87, 23]
583.0,2,101,305,[73, 35],null
584.0,1,70,314,[89, 22],[87, 23]
584.0,2,101,305,[73, 35],null
585.0,1,70,312,[87, 22],[87, 23]
585.0,2,101,303,[71, 33],null
586.0,2,101,303,[71, 33],null
586.0,1,70,312,[87, 22],[87, 23]
587.0,1,70,311,[87, 23],null
587.0,2,101,302,[70, 33],[67, 33]
588.0,2,101,300,[68, 33],[67, 33]
588.0,1,70,309,[87, 21],[88, 19]
589.0,1,70,309,[87, 21],[88, 19]
589.0,2,101,300,[68, 33],[67, 33]
590.0,2,101,298,[67, 32],[65, 29]
590.0,1,70,307,[88, 19],null
591.0,1,70,307,[88, 19],null
591.0,2,101,298,[67, 32],[65, 29]
592.0,2,101,297,[67, 31],[65, 29]
592.0,1,70,306,[87, 19],[84, 22]
593.0,1,70,305,[86, 20],[84, 22]
593.0,2,101,296,[66, 30],[65, 29]
594.0,1,70,303,[84, 22],null
594.0,2,106,295,[65, 29],null
595.0,2,106,294,[66, 29],[69, 32]
595.0,1,70,302,[83, 22],[82, 22]
596.0,2,106,293,[67, 30],[69, 32]
596.0,1,70,301,[82, 22],null
597.0,2,106,292,[68, 31],[69, 32]
597.0,1,70,300,[82, 23],[83, 26]
598.0,1,70,300,[82, 23],[83, 26]
598.0,2,106,292,[68, 31],[69, 32]
599.0,1,70,299,[82, 24],[83, 26]
599.0,2,106,291,[69, 32],null
600.0,2,106,290,[69, 33],[69, 36]
600.0,1,70,298,[82, 25],[83, 26]
601.0,2,106,288,[69, 35],[69, 36]
601.0,1,70,296,[83, 27],[81, 30]
602.0,1,70,295,[83, 28],[81, 30]
602.0,2,106,287,[69, 36],null
603.0,1,70,294,[82, 29],[81, 30]
603.0,2,106,286,[68, 36],[65, 35]
604.0,1,70,294,[82, 29],[81, 30]
604.0,2,106,286,[68, 36],[65, 35]
605.0,2,106,285,[67, 36],[65, 35]
605.0,1,70,293,[81, 30],null
606.0,1,70,292,[81, 29],[82, 27]
606.0,2,106,284,[66, 36],[65, 35]
607.0,2,106,283,[65, 35],null
607.0,1,70,290,[82, 27],null
608.0,1,70,290,[82, 27],null
608.0,2,106,283,[65, 35],null
609.0,1,70,288,[82, 29],null
609.0,2,106,281,[63, 35],[61, 35]
610.0,2,106,281,[63, 35],[61, 35]
610.0,1,70,288,[82, 29],null
611.0,1,70,287,[83, 28],[86, 25]
611.0,2,106,280,[62, 35],[61, 35]
612.0,1,70,285,[85, 26],[86, 25]
612.0,2,114,279,[61, 35],null
613.0,1,70,285,[85, 26],[86, 25]
613.0,2,114,279,[61, 35],null
614.0,1,70,283,[86, 24],[84, 22]
614.0,2,114,277,[59, 34],[57, 32]
615.0,2,114,276,[58, 33],[57, 32]
615.0,1,70,282,[85, 23],[84, 22]
616.0,1,70,282,[85, 23],[84, 22]
616.0,2,114,276,[58, 33],[57, 32]
617.0,2,114,275,[57, 32],null
617.0,1,70,281,[84, 22],null
618.0,2,114,273,[57, 34],[58, 36]
618.0,1,70,279,[86, 22],[87, 21]
619.0,1,70,278,[87, 21],null
619.0,2,114,272,[57, 35],[58, 36]
620.0,2,114,271,[58, 36],null
620.0,1,70,277,[87, 22],[87, 25]
621.0,1,70,276,[87, 23],[87, 25]
621.0,2,114,270,[59, 37],[62, 40]
622.0,1,70,275,[87, 24],[87, 25]
622.0,2,114,269,[60, 38],[62, 40]
623.0,1,70,274,[87, 25],null
623.0,2,114,268,[61, 39],[62, 40]
624.0,2,114,267,[62, 40],null
624.0,1,70,273,[88, 25],[89, 25]
625.0,1,70,272,[89, 25],null
625.0,2,114,266,[62, 39],[62, 38]
626.0,2,114,266,[62, 39],[62, 38]
626.0,1,70,272,[89, 25],null
627.0,1,70,270,[91, 26],[93, 28]
627.0,2,114,264,[63, 39],[64, 40]
628.0,1,70,270,[91, 26],[93, 28]
628.0,2,114,264,[63, 39],[64, 40]
629.0,1,70,268,[93, 28],null
629.0,2,114,262,[64, 39],[66, 36]
630.0,1,70,268,[93, 28],null
630.0,2,114,262,[64, 39],[66, 36]
631.0,2,114,260,[65, 37],[66, 36]
631.0,1,70,266,[95, 28],null
632.0,1,70,265,[95, 27],[92, 24]
632.0,2,114,259,[66, 36],null
633.0,2,114,259,[66, 36],null
