simName,height,width,agentCount,holeCount,tileCount,homeCount,obstacleCount,energy,changeInterval
TileWorld_1,50,100,2,30,30,2,20,500,100

tick,agent,score,energy,location,target
645.0,1,54,227,[34, 8],null
646.0,1,54,225,[34, 6],[33, 5]
646.0,2,67,238,[8, 8],null
647.0,2,67,238,[8, 8],null
647.0,1,54,225,[34, 6],[33, 5]
648.0,1,54,223,[34, 5],[35, 6]
648.0,2,67,236,[6, 8],[4, 7]
649.0,2,67,236,[6, 8],[4, 7]
649.0,1,54,223,[34, 5],[35, 6]
650.0,1,54,221,[36, 6],null
650.0,2,67,234,[4, 7],null
651.0,1,54,221,[36, 6],null
651.0,2,67,234,[4, 7],null
652.0,2,67,233,[3, 7],[0, 8]
652.0,1,54,220,[37, 6],[38, 6]
653.0,1,54,219,[38, 6],null
653.0,2,67,232,[2, 7],[0, 8]
654.0,2,67,230,[0, 8],null
654.0,1,54,217,[40, 8],[41, 9]
655.0,1,54,216,[41, 9],null
655.0,2,67,229,[99, 7],[96, 4]
656.0,1,54,216,[41, 9],null
656.0,2,67,229,[99, 7],[96, 4]
657.0,1,54,215,[41, 10],[44, 13]
657.0,2,67,228,[98, 6],[96, 4]
658.0,2,67,226,[96, 4],null
658.0,1,54,213,[43, 12],[44, 13]
659.0,1,54,213,[43, 12],[44, 13]
659.0,2,67,226,[96, 4],null
660.0,1,54,212,[44, 13],null
660.0,2,67,226,[96, 4],null
661.0,2,67,224,[98, 5],[99, 6]
661.0,1,54,210,[42, 13],[40, 13]
662.0,1,54,210,[42, 13],[40, 13]
662.0,2,67,224,[98, 5],[99, 6]
663.0,2,67,222,[0, 6],[2, 5]
663.0,1,54,208,[40, 13],null
664.0,1,54,208,[40, 13],null
664.0,2,67,222,[0, 6],[2, 5]
665.0,2,67,220,[2, 5],null
665.0,1,54,206,[39, 11],null
666.0,2,67,220,[2, 5],null
666.0,1,54,206,[39, 11],null
667.0,2,67,219,[3, 5],[5, 6]
667.0,1,54,205,[38, 11],[37, 11]
668.0,1,54,203,[36, 11],[34, 11]
668.0,2,67,217,[5, 6],null
669.0,2,67,216,[6, 7],[7, 8]
669.0,1,54,202,[35, 11],[34, 11]
670.0,1,54,202,[35, 11],[34, 11]
670.0,2,67,216,[6, 7],[7, 8]
671.0,2,67,214,[7, 9],[9, 12]
671.0,1,54,200,[35, 10],[38, 7]
672.0,2,67,213,[7, 10],[9, 12]
672.0,1,54,199,[36, 9],[38, 7]
673.0,1,54,199,[36, 9],[38, 7]
673.0,2,67,213,[7, 10],[9, 12]
674.0,1,54,197,[38, 7],null
674.0,2,67,211,[9, 12],null
675.0,1,54,196,[38, 6],[36, 3]
675.0,2,67,210,[8, 13],null
676.0,2,67,210,[8, 13],null
676.0,1,54,196,[38, 6],[36, 3]
677.0,2,67,209,[8, 12],[9, 10]
677.0,1,54,195,[38, 5],[36, 3]
678.0,2,67,208,[8, 11],[9, 10]
678.0,1,54,194,[37, 4],[36, 3]
679.0,2,67,206,[9, 9],[9, 7]
679.0,1,54,192,[36, 2],[35, 49]
680.0,2,67,205,[9, 8],[9, 7]
680.0,1,54,191,[36, 1],[35, 49]
681.0,1,54,190,[36, 0],[35, 49]
681.0,2,67,204,[9, 7],null
682.0,2,67,203,[9, 8],[9, 11]
682.0,1,54,189,[35, 49],null
683.0,2,67,202,[9, 9],[9, 11]
683.0,1,54,188,[35, 0],[35, 2]
684.0,1,54,188,[35, 0],[35, 2]
684.0,2,67,202,[9, 9],[9, 11]
685.0,1,54,186,[35, 2],null
685.0,2,67,200,[9, 11],null
686.0,1,54,186,[35, 2],null
686.0,2,67,200,[9, 11],null
687.0,2,67,199,[9, 12],[12, 15]
687.0,1,54,185,[35, 3],[33, 6]
688.0,1,54,183,[34, 5],[33, 6]
688.0,2,67,197,[11, 14],[12, 15]
689.0,2,67,196,[12, 15],null
689.0,1,54,182,[33, 6],null
690.0,1,54,182,[33, 6],null
690.0,2,67,196,[12, 15],null
691.0,1,54,180,[31, 4],[29, 2]
691.0,2,67,194,[14, 13],null
692.0,2,67,193,[14, 12],[16, 9]
692.0,1,54,179,[30, 3],[29, 2]
693.0,2,67,192,[14, 11],[16, 9]
693.0,1,54,178,[29, 2],null
694.0,2,67,191,[15, 10],[16, 9]
694.0,1,54,177,[30, 2],[33, 1]
695.0,1,54,176,[31, 2],[33, 1]
695.0,2,67,190,[16, 9],null
696.0,1,54,175,[32, 2],[33, 1]
696.0,2,67,189,[15, 9],[13, 8]
697.0,1,54,175,[32, 2],[33, 1]
697.0,2,67,189,[15, 9],[13, 8]
698.0,1,54,174,[33, 1],null
698.0,2,67,188,[14, 9],[13, 8]
699.0,1,54,173,[32, 1],[29, 4]
699.0,2,67,187,[13, 8],null
700.0,2,67,185,[15, 6],null
700.0,1,54,171,[30, 3],[29, 4]
701.0,2,67,184,[14, 6],[12, 4]
701.0,1,54,170,[29, 4],null
702.0,1,54,169,[29, 5],[30, 7]
702.0,2,67,183,[13, 5],[12, 4]
703.0,2,67,183,[13, 5],[12, 4]
703.0,1,54,169,[29, 5],[30, 7]
704.0,2,67,182,[12, 4],null
704.0,1,54,168,[29, 6],[30, 7]
705.0,2,67,181,[12, 5],[13, 5]
705.0,1,54,167,[30, 7],null
706.0,1,54,165,[30, 6],[33, 0]
706.0,2,67,179,[12, 5],[9, 8]
707.0,1,54,165,[30, 6],[33, 0]
707.0,2,67,179,[12, 5],[9, 8]
708.0,2,67,177,[10, 7],[9, 8]
708.0,1,54,163,[30, 4],[33, 0]
709.0,2,67,177,[10, 7],[9, 8]
709.0,1,54,163,[30, 4],[33, 0]
710.0,2,67,175,[10, 8],[12, 9]
710.0,1,54,161,[31, 2],[33, 0]
711.0,1,54,161,[31, 2],[33, 0]
711.0,2,67,175,[10, 8],[12, 9]
712.0,2,67,173,[12, 9],null
712.0,1,54,500,[33, 0],null
713.0,2,67,173,[12, 9],null
713.0,1,54,500,[33, 0],null
714.0,2,67,171,[11, 8],null
714.0,1,54,498,[33, 2],[32, 4]
715.0,1,54,497,[33, 3],[32, 4]
715.0,2,67,170,[11, 9],[12, 11]
716.0,1,54,497,[33, 3],[32, 4]
716.0,2,67,170,[11, 9],[12, 11]
717.0,1,54,495,[32, 5],[34, 8]
717.0,2,67,168,[12, 11],null
718.0,1,54,495,[32, 5],[34, 8]
718.0,2,67,168,[12, 11],null
719.0,1,54,494,[32, 6],[34, 8]
719.0,2,67,167,[13, 11],[14, 10]
720.0,1,54,492,[34, 8],null
720.0,2,67,165,[15, 9],[33, 0]
721.0,1,54,491,[33, 8],[32, 7]
721.0,2,67,164,[16, 8],[33, 0]
722.0,1,54,491,[33, 8],[32, 7]
722.0,2,67,164,[16, 8],[33, 0]
723.0,1,54,489,[33, 8],[36, 11]
723.0,2,67,162,[18, 6],[33, 0]
724.0,1,54,488,[34, 9],[36, 11]
724.0,2,67,161,[19, 5],[33, 0]
725.0,2,67,160,[20, 4],[33, 0]
725.0,1,54,487,[35, 10],[36, 11]
726.0,1,54,486,[36, 11],null
726.0,2,67,159,[21, 3],[33, 0]
727.0,1,54,486,[36, 11],null
727.0,2,67,159,[21, 3],[33, 0]
728.0,2,67,157,[23, 1],[33, 0]
728.0,1,54,484,[36, 13],[34, 15]
729.0,1,54,483,[35, 14],[34, 15]
729.0,2,67,156,[24, 0],[33, 0]
730.0,2,67,155,[25, 49],[33, 0]
730.0,1,54,482,[34, 15],null
731.0,2,67,155,[25, 49],[33, 0]
731.0,1,54,482,[34, 15],null
732.0,1,54,480,[36, 17],[37, 18]
732.0,2,67,153,[27, 49],[33, 0]
733.0,1,54,480,[36, 17],[37, 18]
733.0,2,67,153,[27, 49],[33, 0]
734.0,2,67,151,[29, 49],[33, 0]
734.0,1,54,478,[37, 19],[35, 21]
735.0,1,54,477,[36, 20],[35, 21]
735.0,2,67,150,[30, 49],[33, 0]
736.0,1,54,477,[36, 20],[35, 21]
736.0,2,67,150,[30, 49],[33, 0]
737.0,1,54,476,[35, 21],null
737.0,2,67,149,[31, 49],[33, 0]
738.0,1,54,474,[35, 23],[34, 24]
738.0,2,67,500,[33, 0],null
739.0,2,67,500,[33, 0],null
739.0,1,54,474,[35, 23],[34, 24]
740.0,2,67,499,[34, 0],[36, 48]
740.0,1,54,473,[34, 24],null
741.0,2,67,498,[35, 49],[36, 48]
741.0,1,54,471,[34, 26],[35, 28]
742.0,2,67,497,[36, 48],null
742.0,1,54,470,[34, 27],[35, 28]
743.0,1,54,469,[35, 28],null
743.0,2,67,496,[37, 47],null
744.0,2,67,496,[37, 47],null
744.0,1,54,469,[35, 28],null
745.0,2,67,495,[37, 46],[35, 43]
745.0,1,54,468,[36, 28],[39, 26]
746.0,2,67,494,[37, 45],[35, 43]
746.0,1,54,467,[37, 28],[39, 26]
747.0,2,67,493,[36, 44],[35, 43]
747.0,1,54,466,[38, 27],[39, 26]
748.0,2,67,492,[35, 43],null
748.0,1,54,465,[39, 26],null
749.0,1,55,465,[39, 26],null
749.0,2,67,491,[36, 43],[37, 43]
750.0,2,67,490,[37, 43],null
750.0,1,55,464,[39, 27],[41, 30]
751.0,2,67,488,[39, 43],[41, 41]
751.0,1,55,462,[40, 29],[41, 30]
752.0,1,55,462,[40, 29],[41, 30]
752.0,2,67,488,[39, 43],[41, 41]
753.0,1,55,460,[40, 30],null
753.0,2,67,486,[41, 41],null
754.0,1,55,459,[39, 30],[38, 29]
754.0,2,67,485,[41, 40],[44, 37]
755.0,2,67,484,[42, 39],[44, 37]
755.0,1,55,458,[38, 29],null
756.0,1,55,458,[38, 29],null
756.0,2,67,484,[42, 39],[44, 37]
757.0,1,55,456,[40, 29],[42, 28]
757.0,2,67,482,[44, 37],null
758.0,1,55,455,[41, 29],[42, 28]
758.0,2,67,481,[44, 38],[43, 39]
759.0,2,67,481,[44, 38],[43, 39]
759.0,1,55,455,[41, 29],[42, 28]
760.0,2,67,479,[43, 40],[42, 41]
760.0,1,55,453,[43, 28],[44, 29]
761.0,1,55,452,[44, 29],null
761.0,2,67,478,[42, 41],null
762.0,2,67,478,[42, 41],null
762.0,1,55,452,[44, 29],null
763.0,2,67,476,[40, 39],null
763.0,1,55,450,[42, 30],null
764.0,1,55,450,[42, 30],null
764.0,2,67,476,[40, 39],null
765.0,2,67,474,[42, 41],null
765.0,1,55,448,[42, 32],[42, 33]
766.0,2,67,473,[42, 40],[43, 38]
766.0,1,55,447,[42, 33],null
767.0,1,55,446,[42, 34],[43, 37]
767.0,2,67,472,[42, 39],[43, 38]
768.0,1,55,446,[42, 34],[43, 37]
768.0,2,67,472,[42, 39],[43, 38]
769.0,2,67,470,[43, 37],[43, 36]
769.0,1,55,444,[42, 36],[43, 37]
770.0,1,55,444,[42, 36],[43, 37]
770.0,2,67,470,[43, 37],[43, 36]
771.0,1,55,443,[43, 37],null
771.0,2,67,469,[43, 36],null
772.0,1,55,441,[44, 37],[46, 39]
772.0,2,67,467,[43, 34],[45, 32]
773.0,2,67,467,[43, 34],[45, 32]
773.0,1,55,441,[44, 37],[46, 39]
774.0,1,55,439,[46, 39],null
774.0,2,67,465,[45, 32],null
775.0,2,67,465,[45, 32],null
775.0,1,55,439,[46, 39],null
776.0,2,67,463,[43, 32],[41, 30]
776.0,1,55,437,[48, 40],null
777.0,2,67,463,[43, 32],[41, 30]
777.0,1,55,437,[48, 40],null
778.0,1,55,436,[48, 41],[48, 44]
778.0,2,67,462,[42, 31],[41, 30]
779.0,1,55,434,[48, 43],[48, 44]
779.0,2,74,461,[41, 30],null
780.0,1,55,433,[48, 44],null
780.0,2,74,460,[41, 29],[43, 27]
781.0,1,55,432,[47, 44],[44, 41]
781.0,2,74,459,[42, 28],[43, 27]
782.0,2,74,458,[43, 27],null
782.0,1,55,431,[46, 43],[44, 41]
783.0,2,74,458,[43, 27],null
783.0,1,55,430,[45, 42],[44, 41]
784.0,1,55,429,[44, 41],null
784.0,2,74,457,[43, 26],[44, 24]
785.0,1,55,428,[43, 41],[42, 41]
785.0,2,74,456,[43, 25],[44, 24]
786.0,1,55,428,[43, 41],[42, 41]
786.0,2,74,456,[43, 25],[44, 24]
787.0,2,74,454,[45, 25],null
787.0,1,55,426,[41, 42],null
788.0,2,74,453,[46, 25],[48, 26]
788.0,1,55,425,[41, 41],null
789.0,2,74,452,[47, 25],[48, 26]
789.0,1,55,424,[42, 41],[43, 40]
790.0,2,74,452,[47, 25],[48, 26]
790.0,1,55,424,[42, 41],[43, 40]
791.0,2,74,451,[48, 26],null
791.0,1,55,423,[43, 40],null
792.0,1,55,421,[45, 40],[47, 40]
792.0,2,74,449,[47, 24],null
793.0,1,55,420,[46, 40],[47, 40]
793.0,2,74,448,[47, 23],[45, 20]
794.0,1,55,420,[46, 40],[47, 40]
794.0,2,74,448,[47, 23],[45, 20]
795.0,2,74,446,[46, 21],[45, 20]
795.0,1,55,418,[48, 40],[51, 38]
796.0,1,55,418,[48, 40],[51, 38]
796.0,2,74,446,[46, 21],[45, 20]
797.0,1,55,416,[50, 39],[51, 38]
797.0,2,74,444,[44, 20],[43, 21]
798.0,2,74,444,[44, 20],[43, 21]
798.0,1,55,416,[50, 39],[51, 38]
799.0,2,74,442,[44, 21],[46, 23]
799.0,1,55,414,[51, 37],[51, 34]
800.0,1,55,413,[51, 36],[51, 34]
800.0,2,74,441,[45, 22],[46, 23]
801.0,2,74,441,[45, 22],[46, 23]
801.0,1,55,413,[51, 36],[51, 34]
802.0,2,74,439,[45, 24],null
802.0,1,55,411,[51, 34],null
803.0,1,55,411,[51, 34],null
803.0,2,74,439,[45, 24],null
804.0,2,74,438,[45, 25],[46, 26]
804.0,1,55,410,[51, 33],[50, 32]
805.0,1,55,409,[50, 32],null
805.0,2,74,437,[46, 26],null
806.0,1,55,407,[52, 32],[53, 31]
806.0,2,74,435,[44, 27],null
807.0,1,55,406,[53, 31],null
807.0,2,74,434,[43, 27],[40, 26]
808.0,2,74,434,[43, 27],[40, 26]
808.0,1,55,406,[53, 31],null
809.0,1,55,404,[53, 33],[52, 35]
809.0,2,74,432,[41, 27],[40, 26]
810.0,1,55,404,[53, 33],[52, 35]
810.0,2,74,432,[41, 27],[40, 26]
811.0,2,74,430,[41, 26],[42, 25]
811.0,1,55,402,[52, 35],null
812.0,1,55,401,[52, 36],[54, 39]
812.0,2,74,429,[42, 25],null
813.0,1,55,400,[52, 37],[54, 39]
813.0,2,74,428,[42, 24],[43, 23]
814.0,1,55,400,[52, 37],[54, 39]
814.0,2,74,428,[42, 24],[43, 23]
815.0,1,55,399,[53, 38],[54, 39]
815.0,2,74,427,[43, 23],null
816.0,1,55,397,[54, 40],[56, 42]
816.0,2,74,425,[42, 24],null
817.0,1,55,396,[55, 41],[56, 42]
817.0,2,74,424,[42, 23],[42, 22]
818.0,1,55,396,[55, 41],[56, 42]
818.0,2,74,424,[42, 23],[42, 22]
819.0,1,55,395,[56, 42],null
819.0,2,74,423,[42, 22],null
820.0,2,74,422,[43, 22],[45, 22]
820.0,1,55,394,[57, 42],null
821.0,1,55,392,[55, 42],[53, 42]
821.0,2,74,420,[45, 22],null
822.0,2,74,419,[44, 21],[44, 22]
822.0,1,55,391,[54, 42],[53, 42]
823.0,1,55,390,[53, 42],null
823.0,2,74,418,[44, 22],null
824.0,1,55,389,[52, 42],[50, 44]
824.0,2,74,417,[45, 22],[48, 19]
825.0,2,74,417,[45, 22],[48, 19]
825.0,1,55,389,[52, 42],[50, 44]
826.0,1,55,388,[51, 43],[50, 44]
826.0,2,74,416,[46, 21],[48, 19]
827.0,1,55,386,[49, 45],[46, 48]
827.0,2,74,414,[48, 19],null
828.0,2,74,413,[48, 20],[50, 22]
828.0,1,55,385,[48, 46],[46, 48]
829.0,1,55,384,[47, 47],[46, 48]
829.0,2,74,412,[49, 21],[50, 22]
830.0,1,55,383,[46, 48],null
830.0,2,74,411,[50, 22],null
831.0,1,55,383,[46, 48],null
831.0,2,74,411,[50, 22],null
832.0,1,55,382,[45, 49],[43, 1]
832.0,2,74,410,[51, 22],[54, 24]
833.0,1,55,381,[44, 0],[43, 1]
833.0,2,74,409,[52, 22],[54, 24]
834.0,1,55,379,[43, 0],[42, 49]
834.0,2,74,407,[54, 24],null
835.0,2,74,407,[54, 24],null
835.0,1,55,379,[43, 0],[42, 49]
836.0,1,55,377,[43, 49],[45, 49]
836.0,2,74,405,[56, 26],null
837.0,1,55,377,[43, 49],[45, 49]
837.0,2,74,405,[56, 26],null
838.0,1,55,375,[45, 49],null
838.0,2,74,403,[57, 26],[56, 29]
839.0,1,55,375,[45, 49],null
839.0,2,74,403,[57, 26],[56, 29]
840.0,1,55,373,[45, 47],[44, 46]
840.0,2,74,401,[57, 28],[56, 29]
841.0,2,74,400,[56, 29],null
841.0,1,55,372,[44, 46],null
842.0,1,55,371,[43, 46],[42, 46]
842.0,2,74,399,[57, 29],null
843.0,2,74,398,[57, 28],[57, 25]
843.0,1,55,370,[42, 46],null
844.0,2,74,398,[57, 28],[57, 25]
844.0,1,55,370,[42, 46],null
845.0,2,74,396,[57, 26],[57, 25]
845.0,1,55,368,[44, 48],[46, 0]
846.0,2,74,396,[57, 26],[57, 25]
846.0,1,55,368,[44, 48],[46, 0]
847.0,2,74,395,[57, 25],null
847.0,1,55,367,[45, 49],[46, 0]
848.0,2,74,393,[55, 23],null
848.0,1,55,365,[46, 49],[44, 47]
849.0,2,74,393,[55, 23],null
849.0,1,55,365,[46, 49],[44, 47]
850.0,1,55,364,[45, 48],[44, 47]
850.0,2,74,392,[56, 23],[59, 20]
851.0,2,74,391,[57, 22],[59, 20]
851.0,1,55,363,[44, 47],null
852.0,1,55,362,[44, 46],[42, 44]
852.0,2,74,390,[58, 21],[59, 20]
853.0,1,55,361,[43, 45],[42, 44]
853.0,2,74,389,[59, 20],null
854.0,1,55,360,[42, 44],null
854.0,2,74,388,[59, 21],[58, 22]
855.0,2,74,386,[57, 23],[55, 25]
855.0,1,55,358,[42, 46],[42, 48]
856.0,1,55,357,[42, 47],[42, 48]
856.0,2,74,385,[56, 24],[55, 25]
857.0,2,74,385,[56, 24],[55, 25]
857.0,1,55,357,[42, 47],[42, 48]
858.0,2,74,384,[55, 25],null
858.0,1,55,356,[42, 48],null
859.0,2,74,382,[57, 25],[59, 27]
859.0,1,55,354,[43, 0],[45, 2]
860.0,1,55,353,[44, 1],[45, 2]
860.0,2,74,381,[58, 26],[59, 27]
861.0,2,74,380,[59, 27],null
861.0,1,55,352,[45, 2],null
862.0,2,74,380,[59, 27],null
862.0,1,55,352,[45, 2],null
863.0,1,55,351,[45, 3],[46, 5]
863.0,2,74,379,[58, 27],[58, 26]
864.0,1,55,349,[46, 5],null
864.0,2,74,377,[58, 25],[57, 23]
865.0,2,74,376,[58, 24],[57, 23]
865.0,1,55,348,[45, 6],[44, 7]
866.0,2,74,375,[57, 23],null
866.0,1,55,347,[44, 7],null
867.0,1,55,347,[44, 7],null
867.0,2,74,375,[57, 23],null
868.0,1,55,346,[44, 6],[44, 3]
868.0,2,74,374,[56, 23],[55, 22]
869.0,1,55,344,[44, 4],[44, 3]
869.0,2,74,372,[56, 22],[57, 23]
870.0,1,55,343,[44, 3],null
870.0,2,74,371,[57, 23],null
871.0,1,55,342,[43, 3],[42, 2]
871.0,2,74,370,[58, 23],[59, 24]
872.0,2,74,370,[58, 23],[59, 24]
872.0,1,55,342,[43, 3],[42, 2]
873.0,1,55,340,[41, 2],[38, 1]
873.0,2,74,368,[59, 25],null
874.0,1,55,340,[41, 2],[38, 1]
874.0,2,74,368,[59, 25],null
875.0,2,74,366,[60, 27],[62, 29]
875.0,1,55,338,[39, 2],[38, 1]
876.0,2,74,365,[61, 28],[62, 29]
876.0,1,55,337,[38, 1],null
877.0,1,55,337,[38, 1],null
877.0,2,74,365,[61, 28],[62, 29]
878.0,1,55,336,[39, 1],[41, 3]
878.0,2,74,364,[62, 29],null
879.0,2,74,362,[60, 29],[58, 30]
879.0,1,55,334,[41, 3],null
880.0,1,55,333,[41, 4],[44, 7]
880.0,2,74,361,[59, 29],[58, 30]
881.0,2,74,361,[59, 29],[58, 30]
881.0,1,55,333,[41, 4],[44, 7]
882.0,2,74,360,[58, 30],null
882.0,1,55,332,[42, 5],[44, 7]
883.0,2,74,359,[58, 31],[60, 33]
883.0,1,55,331,[43, 6],[44, 7]
884.0,2,74,357,[60, 33],null
884.0,1,55,329,[45, 8],[46, 9]
885.0,2,74,356,[59, 33],[56, 34]
885.0,1,55,328,[46, 9],null
886.0,2,74,356,[59, 33],[56, 34]
886.0,1,55,328,[46, 9],null
887.0,2,74,354,[57, 33],[56, 34]
887.0,1,55,326,[46, 7],[47, 6]
888.0,2,74,353,[56, 34],null
888.0,1,55,325,[47, 6],null
889.0,1,55,324,[46, 5],[44, 3]
889.0,2,74,352,[55, 35],null
890.0,1,55,324,[46, 5],[44, 3]
890.0,2,74,352,[55, 35],null
891.0,1,55,322,[44, 3],null
891.0,2,74,350,[53, 35],[52, 35]
892.0,2,74,349,[52, 35],null
892.0,1,55,321,[44, 4],[46, 7]
893.0,2,74,349,[52, 35],null
893.0,1,55,321,[44, 4],[46, 7]
894.0,1,55,319,[45, 6],[46, 7]
894.0,2,74,347,[50, 35],[49, 35]
895.0,2,74,347,[50, 35],[49, 35]
895.0,1,55,319,[45, 6],[46, 7]
896.0,1,55,317,[46, 8],[46, 10]
896.0,2,74,345,[50, 35],[52, 33]
897.0,1,55,317,[46, 8],[46, 10]
897.0,2,74,345,[50, 35],[52, 33]
898.0,2,74,343,[52, 33],null
898.0,1,55,315,[46, 10],null
899.0,1,55,314,[45, 11],[42, 14]
899.0,2,74,342,[51, 33],[49, 33]
900.0,2,74,342,[51, 33],[49, 33]
900.0,1,55,314,[45, 11],[42, 14]
901.0,1,55,312,[43, 13],[42, 14]
901.0,2,74,340,[49, 33],null
902.0,2,74,340,[49, 33],null
902.0,1,55,312,[43, 13],[42, 14]
903.0,2,74,338,[47, 33],[46, 34]
903.0,1,55,310,[41, 13],null
904.0,2,74,338,[47, 33],[46, 34]
904.0,1,55,310,[41, 13],null
905.0,1,55,309,[41, 14],[42, 15]
905.0,2,74,337,[46, 34],null
906.0,2,74,336,[45, 34],[42, 31]
906.0,1,55,308,[42, 15],null
907.0,1,55,307,[42, 14],[43, 11]
907.0,2,74,335,[44, 33],[42, 31]
908.0,1,55,305,[42, 12],[43, 11]
908.0,2,74,333,[42, 31],null
909.0,2,74,333,[42, 31],null
909.0,1,55,305,[42, 12],[43, 11]
910.0,2,74,331,[42, 33],[41, 35]
910.0,1,55,303,[43, 10],[43, 9]
911.0,2,74,330,[42, 34],[41, 35]
911.0,1,55,302,[43, 9],null
912.0,2,74,330,[42, 34],[41, 35]
912.0,1,55,302,[43, 9],null
913.0,2,74,328,[41, 36],[41, 39]
913.0,1,55,300,[42, 11],[40, 13]
914.0,1,55,300,[42, 11],[40, 13]
914.0,2,74,328,[41, 36],[41, 39]
915.0,2,74,327,[41, 37],[41, 39]
915.0,1,55,299,[41, 12],[40, 13]
916.0,1,55,298,[40, 13],null
916.0,2,74,326,[41, 38],[41, 39]
917.0,2,74,325,[41, 39],null
917.0,1,55,297,[40, 12],[41, 9]
918.0,2,74,324,[40, 40],[39, 41]
918.0,1,55,295,[40, 10],[41, 9]
919.0,1,55,294,[41, 9],null
919.0,2,74,323,[39, 41],null
920.0,1,55,294,[41, 9],null
920.0,2,74,323,[39, 41],null
921.0,2,74,321,[38, 42],null
921.0,1,55,292,[39, 10],[38, 11]
922.0,1,55,292,[39, 10],[38, 11]
922.0,2,74,321,[38, 42],null
923.0,2,74,319,[39, 40],[40, 39]
923.0,1,55,290,[39, 11],[40, 12]
924.0,2,74,318,[40, 39],null
924.0,1,55,289,[40, 12],null
925.0,1,55,289,[40, 12],null
925.0,2,74,318,[40, 39],null
926.0,1,55,288,[41, 12],[44, 13]
926.0,2,74,317,[40, 40],[41, 42]
927.0,2,74,316,[40, 41],[41, 42]
927.0,1,55,287,[42, 12],[44, 13]
928.0,1,55,286,[43, 12],[44, 13]
928.0,2,74,315,[41, 42],null
929.0,2,74,313,[41, 40],[40, 39]
929.0,1,55,284,[44, 14],[45, 15]
930.0,1,55,283,[45, 15],null
930.0,2,74,312,[40, 39],null
931.0,1,55,283,[45, 15],null
931.0,2,74,312,[40, 39],null
932.0,1,55,281,[47, 16],[49, 18]
932.0,2,74,310,[38, 39],null
933.0,1,55,281,[47, 16],[49, 18]
933.0,2,74,310,[38, 39],null
934.0,1,55,279,[49, 18],null
934.0,2,74,308,[38, 37],[38, 36]
935.0,1,55,279,[49, 18],null
935.0,2,74,308,[38, 37],[38, 36]
936.0,1,55,278,[50, 18],[53, 16]
936.0,2,74,307,[38, 36],null
937.0,1,55,277,[51, 18],[53, 16]
937.0,2,74,306,[38, 37],[40, 40]
938.0,2,74,305,[38, 38],[40, 40]
938.0,1,55,276,[52, 17],[53, 16]
939.0,2,74,304,[39, 39],[40, 40]
939.0,1,55,275,[53, 16],null
940.0,2,74,303,[40, 40],null
940.0,1,55,274,[54, 16],[57, 16]
941.0,1,55,273,[55, 16],[57, 16]
941.0,2,74,302,[40, 39],[39, 36]
942.0,1,55,271,[57, 16],null
942.0,2,74,300,[40, 37],[39, 36]
943.0,1,55,271,[57, 16],null
943.0,2,74,300,[40, 37],[39, 36]
944.0,1,55,270,[58, 16],[59, 17]
944.0,2,74,299,[39, 36],null
945.0,1,55,268,[59, 18],[57, 20]
945.0,2,74,297,[40, 38],[41, 39]
946.0,1,55,268,[59, 18],[57, 20]
946.0,2,74,297,[40, 38],[41, 39]
947.0,1,55,266,[57, 20],null
947.0,2,74,295,[42, 39],[45, 40]
948.0,2,74,294,[43, 39],[45, 40]
948.0,1,55,265,[58, 19],[59, 18]
949.0,2,74,293,[44, 39],[45, 40]
949.0,1,55,264,[59, 18],null
950.0,1,55,263,[59, 17],[59, 15]
950.0,2,74,292,[45, 40],null
951.0,1,55,262,[59, 16],[59, 15]
951.0,2,74,291,[45, 41],[42, 44]
952.0,1,55,262,[59, 16],[59, 15]
952.0,2,74,291,[45, 41],[42, 44]
953.0,1,55,260,[60, 16],[62, 18]
953.0,2,74,289,[43, 43],[42, 44]
954.0,1,55,259,[61, 17],[62, 18]
954.0,2,74,288,[42, 44],null
955.0,1,55,258,[62, 18],null
955.0,2,74,287,[42, 45],[44, 47]
956.0,1,55,258,[62, 18],null
956.0,2,74,287,[42, 45],[44, 47]
957.0,1,55,256,[63, 20],null
957.0,2,74,285,[44, 47],null
958.0,1,55,256,[63, 20],null
958.0,2,74,285,[44, 47],null
959.0,1,55,254,[63, 22],[62, 24]
959.0,2,74,283,[46, 49],[48, 1]
960.0,1,55,253,[63, 23],[62, 24]
960.0,2,74,282,[47, 0],[48, 1]
961.0,1,55,253,[63, 23],[62, 24]
961.0,2,74,282,[47, 0],[48, 1]
962.0,1,55,252,[62, 24],null
962.0,2,74,281,[48, 1],null
963.0,2,74,279,[46, 0],[44, 48]
963.0,1,55,250,[63, 26],null
964.0,1,55,250,[63, 26],null
964.0,2,74,279,[46, 0],[44, 48]
965.0,1,55,248,[65, 26],[67, 25]
965.0,2,74,277,[44, 48],null
966.0,1,55,247,[66, 26],[67, 25]
966.0,2,74,276,[45, 48],[47, 47]
967.0,1,55,247,[66, 26],[67, 25]
967.0,2,74,276,[45, 48],[47, 47]
968.0,2,74,274,[47, 47],null
968.0,1,55,245,[67, 26],[66, 28]
969.0,1,55,244,[67, 27],[66, 28]
969.0,2,74,273,[48, 47],[50, 49]
970.0,2,74,272,[49, 48],[50, 49]
970.0,1,55,243,[66, 28],null
971.0,1,55,242,[66, 29],[63, 32]
971.0,2,74,271,[50, 49],null
972.0,2,74,271,[50, 49],null
972.0,1,55,242,[66, 29],[63, 32]
