simName,height,width,agentCount,holeCount,tileCount,homeCount,obstacleCount,energy,changeInterval
TileWorld_1,50,100,2,30,30,2,20,500,100

tick,agent,score,energy,location,target
320.0,2,20,190,[8, 23],[5, 26]
320.0,1,22,190,[63, 22],[63, 20]
321.0,2,20,189,[7, 24],[5, 26]
321.0,1,22,189,[63, 21],[63, 20]
322.0,1,22,188,[63, 20],null
322.0,2,20,188,[6, 25],[5, 26]
323.0,1,22,186,[63, 18],[64, 17]
323.0,2,20,186,[5, 27],[5, 28]
324.0,2,20,186,[5, 27],[5, 28]
324.0,1,22,186,[63, 18],[64, 17]
325.0,1,31,185,[64, 17],null
325.0,2,20,184,[5, 29],[4, 30]
326.0,2,20,184,[5, 29],[4, 30]
326.0,1,31,185,[64, 17],null
327.0,1,31,183,[62, 17],[60, 19]
327.0,2,20,182,[3, 30],[0, 33]
328.0,2,20,181,[2, 31],[0, 33]
328.0,1,31,182,[61, 18],[60, 19]
329.0,1,31,182,[61, 18],[60, 19]
329.0,2,20,181,[2, 31],[0, 33]
330.0,1,31,181,[60, 19],null
330.0,2,20,180,[1, 32],[0, 33]
331.0,2,20,178,[0, 34],[1, 36]
331.0,1,31,179,[60, 17],[61, 15]
332.0,2,20,177,[0, 35],[1, 36]
332.0,1,31,178,[60, 16],[61, 15]
333.0,1,31,177,[61, 15],null
333.0,2,20,176,[1, 36],null
334.0,1,31,177,[61, 15],null
334.0,2,20,176,[1, 36],null
335.0,1,31,176,[60, 14],[57, 11]
335.0,2,24,176,[1, 36],null
336.0,1,31,175,[59, 13],[57, 11]
336.0,2,24,175,[2, 36],[5, 37]
337.0,1,31,174,[58, 12],[57, 11]
337.0,2,24,174,[3, 36],[5, 37]
338.0,1,31,172,[56, 10],[53, 7]
338.0,2,24,172,[5, 37],null
339.0,2,24,172,[5, 37],null
339.0,1,31,172,[56, 10],[53, 7]
340.0,1,31,170,[54, 8],[53, 7]
340.0,2,24,171,[5, 38],[3, 40]
341.0,2,24,170,[4, 39],[3, 40]
341.0,1,31,169,[53, 7],null
342.0,2,24,169,[3, 40],null
342.0,1,31,168,[52, 7],[49, 7]
343.0,1,31,167,[51, 7],[49, 7]
343.0,2,24,168,[3, 39],[6, 36]
344.0,1,31,167,[51, 7],[49, 7]
344.0,2,24,168,[3, 39],[6, 36]
345.0,2,24,167,[4, 38],[6, 36]
345.0,1,31,166,[50, 7],[49, 7]
346.0,1,31,165,[49, 6],[33, 0]
346.0,2,24,166,[5, 37],[6, 36]
347.0,2,24,164,[3, 35],[79, 48]
347.0,1,31,163,[47, 4],[33, 0]
348.0,2,24,163,[2, 34],[79, 48]
348.0,1,31,162,[46, 3],[33, 0]
349.0,2,24,163,[2, 34],[79, 48]
349.0,1,31,162,[46, 3],[33, 0]
350.0,2,24,161,[0, 36],[79, 48]
350.0,1,31,160,[44, 1],[33, 0]
351.0,2,24,161,[0, 36],[79, 48]
351.0,1,31,160,[44, 1],[33, 0]
352.0,1,31,158,[42, 49],[33, 0]
352.0,2,24,159,[98, 38],[79, 48]
353.0,1,31,157,[41, 48],[33, 0]
353.0,2,24,158,[97, 37],[79, 48]
354.0,1,31,157,[41, 48],[33, 0]
354.0,2,24,158,[97, 37],[79, 48]
355.0,1,31,155,[39, 46],[33, 0]
355.0,2,24,156,[95, 39],[79, 48]
356.0,1,31,155,[39, 46],[33, 0]
356.0,2,24,156,[95, 39],[79, 48]
357.0,2,24,155,[94, 40],[79, 48]
357.0,1,31,154,[38, 47],[33, 0]
358.0,2,24,153,[92, 40],[79, 48]
358.0,1,31,152,[36, 48],[33, 0]
359.0,2,24,152,[91, 41],[79, 48]
359.0,1,31,151,[35, 48],[33, 0]
360.0,1,31,151,[35, 48],[33, 0]
360.0,2,24,152,[91, 41],[79, 48]
361.0,1,31,150,[34, 49],[33, 0]
361.0,2,24,151,[90, 42],[79, 48]
362.0,1,31,499,[33, 49],[34, 49]
362.0,2,24,149,[88, 42],[79, 48]
363.0,2,24,148,[87, 43],[79, 48]
363.0,1,31,498,[34, 49],null
364.0,2,24,148,[87, 43],[79, 48]
364.0,1,31,498,[34, 49],null
365.0,1,31,496,[36, 48],[38, 46]
365.0,2,24,146,[85, 45],[79, 48]
366.0,2,24,145,[84, 46],[79, 48]
366.0,1,31,495,[37, 47],[38, 46]
367.0,1,31,495,[37, 47],[38, 46]
367.0,2,24,145,[84, 46],[79, 48]
368.0,1,31,494,[38, 46],null
368.0,2,24,143,[82, 45],[79, 48]
369.0,1,41,493,[39, 47],null
369.0,2,24,142,[81, 46],[79, 48]
370.0,1,41,493,[39, 47],null
370.0,2,24,142,[81, 46],[79, 48]
371.0,2,24,141,[80, 47],[79, 48]
371.0,1,41,492,[38, 46],[37, 45]
372.0,2,24,500,[79, 48],null
372.0,1,41,491,[37, 45],null
373.0,2,24,499,[78, 48],[76, 0]
373.0,1,41,490,[37, 44],[36, 42]
374.0,1,41,489,[37, 43],[36, 42]
374.0,2,24,498,[77, 49],[76, 0]
375.0,2,24,496,[75, 49],[72, 46]
375.0,1,41,488,[36, 42],null
376.0,2,24,496,[75, 49],[72, 46]
376.0,1,41,488,[36, 42],null
377.0,2,24,495,[74, 48],[72, 46]
377.0,1,41,487,[37, 42],null
378.0,1,41,486,[36, 43],null
378.0,2,24,494,[73, 47],[72, 46]
379.0,1,41,484,[38, 43],[39, 42]
379.0,2,32,493,[72, 46],null
380.0,1,41,483,[39, 42],null
380.0,2,32,492,[72, 45],[75, 42]
381.0,2,32,491,[73, 44],[75, 42]
381.0,1,41,482,[39, 41],[36, 38]
382.0,2,32,491,[73, 44],[75, 42]
382.0,1,41,482,[39, 41],[36, 38]
383.0,2,32,489,[75, 42],null
383.0,1,41,480,[37, 39],[36, 38]
384.0,2,32,488,[76, 41],[78, 39]
384.0,1,41,479,[36, 38],null
385.0,2,32,487,[77, 40],[78, 39]
385.0,1,41,478,[36, 39],[36, 41]
386.0,2,32,487,[77, 40],[78, 39]
386.0,1,41,478,[36, 39],[36, 41]
387.0,2,32,485,[78, 40],null
387.0,1,41,476,[36, 41],null
388.0,1,41,476,[36, 41],null
388.0,2,32,485,[78, 40],null
389.0,1,41,474,[35, 43],[34, 44]
389.0,2,32,483,[76, 40],[75, 41]
390.0,2,32,483,[76, 40],[75, 41]
390.0,1,41,474,[35, 43],[34, 44]
391.0,2,32,482,[75, 41],null
391.0,1,41,473,[34, 44],null
392.0,1,41,471,[36, 44],[38, 42]
392.0,2,32,480,[75, 39],[73, 37]
393.0,2,32,480,[75, 39],[73, 37]
393.0,1,41,471,[36, 44],[38, 42]
394.0,1,41,470,[37, 43],[38, 42]
394.0,2,32,479,[74, 38],[73, 37]
395.0,1,41,469,[38, 42],null
395.0,2,32,478,[73, 37],null
396.0,1,41,468,[37, 42],[35, 44]
396.0,2,32,477,[74, 37],[77, 39]
397.0,1,41,466,[35, 44],null
397.0,2,32,475,[76, 38],[77, 39]
398.0,1,41,465,[35, 45],[36, 47]
398.0,2,32,474,[77, 39],null
399.0,1,41,465,[35, 45],[36, 47]
399.0,2,32,474,[77, 39],null
400.0,2,32,472,[76, 40],null
400.0,1,41,463,[36, 47],null
401.0,1,41,462,[36, 48],[38, 1]
401.0,2,32,471,[75, 40],[73, 42]
402.0,1,41,462,[36, 48],[38, 1]
402.0,2,32,471,[75, 40],[73, 42]
403.0,2,32,469,[73, 42],null
403.0,1,41,460,[37, 0],[38, 1]
404.0,2,32,469,[73, 42],null
404.0,1,41,459,[38, 1],null
405.0,1,41,459,[38, 1],null
405.0,2,32,469,[73, 42],null
406.0,2,32,468,[74, 42],[77, 42]
406.0,1,41,458,[38, 0],[37, 48]
407.0,2,32,467,[75, 42],[77, 42]
407.0,1,41,457,[38, 49],[37, 48]
408.0,2,32,466,[76, 42],[77, 42]
408.0,1,41,456,[37, 48],null
409.0,1,41,454,[35, 48],[33, 48]
409.0,2,32,464,[78, 42],[79, 43]
410.0,2,32,464,[78, 42],[79, 43]
410.0,1,41,454,[35, 48],[33, 48]
411.0,1,41,452,[33, 48],null
411.0,2,33,463,[79, 43],null
412.0,2,33,463,[79, 43],null
412.0,1,41,452,[33, 48],null
413.0,1,41,451,[32, 48],[29, 0]
413.0,2,33,462,[80, 43],[81, 44]
414.0,1,41,450,[31, 48],[29, 0]
414.0,2,33,461,[81, 44],null
415.0,2,33,460,[82, 44],[85, 46]
415.0,1,41,449,[30, 49],[29, 0]
416.0,2,33,458,[84, 45],[85, 46]
416.0,1,44,448,[29, 0],null
417.0,2,33,457,[85, 46],null
417.0,1,44,447,[29, 1],[28, 2]
418.0,2,33,456,[86, 45],[89, 42]
418.0,1,44,446,[28, 2],null
419.0,2,33,455,[87, 44],[89, 42]
419.0,1,44,445,[29, 1],[32, 48]
420.0,2,33,454,[88, 43],[89, 42]
420.0,1,44,444,[30, 0],[32, 48]
421.0,1,44,443,[31, 49],[32, 48]
421.0,2,33,453,[89, 42],null
422.0,2,33,452,[89, 43],[90, 44]
422.0,1,44,442,[32, 48],null
423.0,1,44,441,[32, 49],[34, 1]
423.0,2,33,451,[90, 44],null
424.0,1,44,440,[33, 0],[34, 1]
424.0,2,33,451,[90, 44],null
425.0,1,44,439,[34, 1],null
425.0,2,33,450,[90, 43],[88, 41]
426.0,2,33,449,[89, 42],[88, 41]
426.0,1,44,438,[34, 0],[35, 49]
427.0,2,33,449,[89, 42],[88, 41]
427.0,1,44,438,[34, 0],[35, 49]
428.0,1,44,436,[36, 49],[39, 46]
428.0,2,35,448,[88, 41],null
429.0,2,35,447,[89, 41],[92, 38]
429.0,1,44,435,[37, 48],[39, 46]
430.0,1,44,435,[37, 48],[39, 46]
430.0,2,35,447,[89, 41],[92, 38]
431.0,2,35,445,[91, 39],[92, 38]
431.0,1,44,433,[39, 46],null
432.0,1,44,433,[39, 46],null
432.0,2,35,444,[92, 38],null
433.0,1,44,432,[39, 45],[36, 42]
433.0,2,35,443,[93, 37],null
434.0,2,35,443,[93, 37],null
434.0,1,44,432,[39, 45],[36, 42]
435.0,2,35,442,[92, 36],[89, 33]
435.0,1,44,431,[38, 44],[36, 42]
436.0,2,35,440,[90, 34],[89, 33]
436.0,1,44,429,[36, 42],null
437.0,1,44,428,[35, 42],[33, 40]
437.0,2,35,439,[89, 33],null
438.0,2,35,439,[89, 33],null
438.0,1,44,428,[35, 42],[33, 40]
439.0,1,44,427,[34, 41],[33, 40]
439.0,2,35,438,[89, 32],[89, 29]
440.0,2,35,436,[89, 30],[89, 29]
440.0,1,44,425,[33, 39],[33, 36]
441.0,2,35,435,[89, 29],null
441.0,1,44,424,[33, 38],[33, 36]
442.0,2,35,434,[88, 29],null
442.0,1,44,423,[33, 37],[33, 36]
443.0,1,44,422,[33, 36],null
443.0,2,35,433,[89, 30],null
444.0,2,35,432,[89, 29],[88, 26]
444.0,1,44,421,[32, 36],[29, 34]
445.0,2,35,431,[89, 28],[88, 26]
445.0,1,44,420,[31, 36],[29, 34]
446.0,1,44,420,[31, 36],[29, 34]
446.0,2,35,431,[89, 28],[88, 26]
447.0,1,44,418,[29, 34],null
447.0,2,35,429,[88, 26],null
448.0,1,44,418,[29, 34],null
448.0,2,35,429,[88, 26],null
449.0,2,35,428,[87, 26],[85, 27]
449.0,1,44,417,[29, 33],[29, 30]
450.0,2,35,427,[86, 26],[85, 27]
450.0,1,44,416,[29, 32],[29, 30]
451.0,2,35,425,[84, 28],null
451.0,1,44,414,[29, 30],null
452.0,2,35,424,[84, 29],[86, 32]
452.0,1,44,413,[30, 31],[31, 32]
453.0,1,44,413,[30, 31],[31, 32]
453.0,2,35,424,[84, 29],[86, 32]
454.0,1,44,411,[30, 31],[29, 30]
454.0,2,35,422,[85, 31],[86, 32]
455.0,1,44,411,[30, 31],[29, 30]
455.0,2,35,422,[85, 31],[86, 32]
456.0,2,35,420,[86, 31],[88, 28]
456.0,1,44,409,[30, 30],[32, 29]
457.0,1,44,408,[31, 30],[32, 29]
457.0,2,35,419,[86, 30],[88, 28]
458.0,2,35,418,[87, 29],[88, 28]
458.0,1,44,407,[32, 29],null
459.0,2,35,418,[87, 29],[88, 28]
459.0,1,44,407,[32, 29],null
460.0,1,44,405,[30, 31],[28, 33]
460.0,2,35,416,[88, 29],null
461.0,1,44,405,[30, 31],[28, 33]
461.0,2,35,416,[88, 29],null
462.0,1,44,403,[28, 33],null
462.0,2,35,414,[88, 27],[89, 25]
463.0,1,44,403,[28, 33],null
463.0,2,35,414,[88, 27],[89, 25]
464.0,2,35,412,[89, 25],null
464.0,1,44,401,[27, 32],[25, 33]
465.0,1,44,400,[26, 32],[25, 33]
465.0,2,35,411,[89, 26],[91, 28]
466.0,1,44,399,[25, 33],null
466.0,2,35,410,[90, 27],[91, 28]
467.0,1,44,399,[25, 33],null
467.0,2,35,410,[90, 27],[91, 28]
468.0,1,44,397,[27, 33],[29, 34]
468.0,2,35,408,[92, 28],[93, 28]
469.0,2,35,407,[93, 28],null
469.0,1,44,396,[28, 33],[29, 34]
470.0,2,35,407,[93, 28],null
470.0,1,44,396,[28, 33],[29, 34]
471.0,1,44,394,[29, 33],[28, 31]
471.0,2,35,405,[95, 28],[97, 27]
472.0,2,35,405,[95, 28],[97, 27]
472.0,1,44,394,[29, 33],[28, 31]
473.0,1,44,392,[28, 31],null
473.0,2,35,403,[97, 27],null
474.0,1,44,392,[28, 31],null
474.0,2,35,403,[97, 27],null
475.0,2,35,402,[97, 28],null
475.0,1,44,391,[27, 30],[26, 29]
476.0,1,44,390,[26, 29],null
476.0,2,35,401,[97, 27],[98, 26]
477.0,1,44,388,[26, 27],[26, 25]
477.0,2,35,399,[99, 26],[2, 24]
478.0,1,44,387,[26, 26],[26, 25]
478.0,2,35,398,[0, 26],[2, 24]
479.0,2,35,397,[1, 25],[2, 24]
479.0,1,44,386,[26, 25],null
480.0,1,44,386,[26, 25],null
480.0,2,35,397,[1, 25],[2, 24]
481.0,1,44,384,[28, 25],[30, 23]
481.0,2,35,395,[2, 23],[2, 20]
482.0,1,44,384,[28, 25],[30, 23]
482.0,2,35,395,[2, 23],[2, 20]
483.0,1,44,383,[29, 24],[30, 23]
483.0,2,35,394,[2, 22],[2, 20]
484.0,1,44,382,[30, 23],null
484.0,2,35,393,[2, 21],[2, 20]
485.0,2,35,392,[2, 20],null
485.0,1,45,382,[30, 23],null
486.0,2,35,391,[3, 20],[6, 17]
486.0,1,45,381,[31, 23],[34, 20]
487.0,2,35,389,[5, 18],[6, 17]
487.0,1,45,379,[33, 21],[34, 20]
488.0,2,35,388,[6, 17],null
488.0,1,45,378,[34, 20],null
489.0,2,35,388,[6, 17],null
489.0,1,45,377,[34, 19],[34, 16]
490.0,1,45,376,[34, 18],[34, 16]
490.0,2,35,387,[7, 17],[10, 19]
491.0,2,35,386,[8, 17],[10, 19]
491.0,1,45,375,[34, 17],[34, 16]
492.0,1,45,375,[34, 17],[34, 16]
492.0,2,35,386,[8, 17],[10, 19]
493.0,1,45,374,[34, 16],null
493.0,2,35,384,[10, 19],null
494.0,1,45,373,[35, 15],[37, 13]
494.0,2,35,383,[10, 18],[10, 16]
495.0,2,35,383,[10, 18],[10, 16]
495.0,1,45,373,[35, 15],[37, 13]
496.0,1,45,371,[37, 13],null
496.0,2,35,381,[10, 16],null
497.0,2,35,380,[9, 16],[6, 19]
497.0,1,52,371,[37, 13],null
498.0,2,35,379,[8, 17],[6, 19]
498.0,1,52,370,[36, 12],null
499.0,2,35,379,[8, 17],[6, 19]
499.0,1,52,370,[36, 12],null
500.0,2,35,377,[6, 19],null
500.0,1,52,368,[37, 10],null
501.0,2,35,376,[5, 19],[4, 19]
501.0,1,52,367,[36, 10],[33, 9]
502.0,2,35,376,[5, 19],[4, 19]
502.0,1,52,367,[36, 10],[33, 9]
503.0,2,35,375,[4, 19],null
503.0,1,52,366,[35, 10],[33, 9]
504.0,1,52,365,[34, 10],[33, 9]
504.0,2,35,374,[4, 20],[2, 23]
505.0,1,52,364,[33, 9],null
505.0,2,35,373,[4, 21],[2, 23]
506.0,2,35,371,[2, 23],null
506.0,1,52,362,[33, 11],[32, 12]
507.0,2,35,371,[2, 23],null
507.0,1,52,362,[33, 11],[32, 12]
508.0,2,35,370,[1, 23],[98, 26]
508.0,1,52,361,[32, 12],null
509.0,1,52,360,[31, 12],[30, 13]
509.0,2,35,369,[0, 24],[98, 26]
510.0,2,35,368,[99, 25],[98, 26]
510.0,1,52,359,[30, 13],null
511.0,2,35,367,[98, 26],null
511.0,1,52,358,[30, 14],[33, 17]
512.0,1,52,356,[32, 16],[33, 17]
512.0,2,35,365,[96, 26],[94, 25]
513.0,2,35,364,[95, 26],[94, 25]
513.0,1,52,355,[33, 17],null
514.0,1,52,355,[33, 17],null
514.0,2,35,364,[95, 26],[94, 25]
515.0,2,45,363,[94, 25],null
515.0,1,52,353,[35, 19],null
516.0,1,52,352,[36, 19],[38, 17]
516.0,2,45,362,[93, 25],[90, 27]
517.0,2,45,362,[93, 25],[90, 27]
517.0,1,52,352,[36, 19],[38, 17]
518.0,2,45,361,[92, 25],[90, 27]
518.0,1,52,351,[37, 18],[38, 17]
519.0,1,52,350,[38, 17],null
519.0,2,45,360,[91, 26],[90, 27]
520.0,1,52,349,[39, 18],[40, 19]
520.0,2,45,359,[90, 27],null
521.0,2,45,358,[90, 26],[88, 24]
521.0,1,52,348,[40, 19],null
522.0,1,52,347,[40, 18],[40, 15]
522.0,2,45,357,[89, 25],[88, 24]
523.0,2,45,357,[89, 25],[88, 24]
523.0,1,52,347,[40, 18],[40, 15]
524.0,2,45,355,[88, 23],[90, 21]
524.0,1,52,345,[40, 16],[40, 15]
525.0,2,45,354,[89, 22],[90, 21]
525.0,1,52,344,[40, 15],null
526.0,1,52,343,[39, 15],[36, 15]
526.0,2,45,353,[90, 21],null
527.0,1,52,343,[39, 15],[36, 15]
527.0,2,45,353,[90, 21],null
528.0,1,52,342,[38, 15],[36, 15]
528.0,2,50,353,[90, 21],null
529.0,2,50,351,[90, 19],[91, 18]
529.0,1,52,340,[36, 15],null
530.0,1,52,340,[36, 15],null
530.0,2,50,351,[90, 19],[91, 18]
531.0,1,52,339,[37, 16],[40, 19]
531.0,2,50,350,[91, 18],null
532.0,1,52,338,[38, 17],[40, 19]
532.0,2,50,349,[92, 17],[93, 16]
533.0,2,50,347,[93, 15],[92, 12]
533.0,1,52,336,[40, 19],null
534.0,1,52,335,[39, 19],[36, 20]
534.0,2,50,346,[93, 14],[92, 12]
535.0,2,50,346,[93, 14],[92, 12]
535.0,1,52,335,[39, 19],[36, 20]
536.0,1,52,334,[38, 19],[36, 20]
536.0,2,50,345,[93, 13],[92, 12]
537.0,2,50,344,[92, 12],null
537.0,1,52,333,[37, 19],[36, 20]
538.0,1,52,331,[35, 20],[34, 20]
538.0,2,50,343,[93, 12],[94, 13]
539.0,2,50,342,[94, 13],null
539.0,1,52,330,[34, 20],null
540.0,1,52,329,[33, 20],[30, 22]
540.0,2,50,341,[94, 14],[91, 17]
541.0,1,52,328,[32, 20],[30, 22]
541.0,2,50,340,[93, 15],[91, 17]
542.0,2,50,340,[93, 15],[91, 17]
542.0,1,52,328,[32, 20],[30, 22]
543.0,1,52,326,[30, 22],null
543.0,2,50,338,[91, 17],null
544.0,1,52,326,[30, 22],null
544.0,2,50,338,[91, 17],null
545.0,2,57,338,[91, 17],null
545.0,1,52,325,[29, 22],null
546.0,1,52,324,[30, 22],[32, 20]
546.0,2,57,337,[90, 17],[88, 19]
547.0,1,52,323,[31, 21],[32, 20]
547.0,2,57,336,[89, 18],[88, 19]
548.0,2,57,334,[87, 20],null
548.0,1,52,321,[31, 19],[28, 16]
549.0,1,52,321,[31, 19],[28, 16]
549.0,2,57,334,[87, 20],null
550.0,2,57,333,[88, 20],[91, 22]
550.0,1,52,320,[30, 18],[28, 16]
551.0,2,57,332,[89, 20],[91, 22]
551.0,1,52,319,[29, 17],[28, 16]
552.0,2,57,331,[90, 21],[91, 22]
552.0,1,52,318,[28, 16],null
553.0,1,52,316,[30, 15],null
553.0,2,57,329,[92, 22],[95, 21]
554.0,2,57,328,[93, 22],[95, 21]
554.0,1,52,315,[29, 14],[27, 12]
555.0,2,57,328,[93, 22],[95, 21]
555.0,1,52,315,[29, 14],[27, 12]
556.0,1,52,313,[27, 12],null
556.0,2,57,326,[95, 21],null
557.0,1,52,313,[27, 12],null
557.0,2,57,326,[95, 21],null
558.0,1,52,312,[27, 11],[28, 10]
558.0,2,57,325,[95, 20],[96, 17]
559.0,1,52,310,[27, 11],[25, 13]
559.0,2,57,323,[95, 18],[96, 17]
560.0,1,52,310,[27, 11],[25, 13]
560.0,2,57,323,[95, 18],[96, 17]
561.0,1,52,309,[26, 12],[25, 13]
561.0,2,57,322,[96, 17],null
562.0,2,57,321,[97, 17],[98, 16]
562.0,1,52,308,[25, 13],null
563.0,1,52,306,[27, 13],[29, 11]
563.0,2,57,320,[98, 16],null
564.0,2,57,319,[97, 16],[94, 15]
564.0,1,52,305,[28, 12],[29, 11]
565.0,2,57,319,[97, 16],[94, 15]
565.0,1,52,305,[28, 12],[29, 11]
566.0,2,57,318,[96, 16],[94, 15]
566.0,1,52,304,[29, 11],null
567.0,2,57,317,[95, 16],[94, 15]
567.0,1,52,303,[30, 11],[33, 8]
568.0,1,52,301,[32, 9],[33, 8]
568.0,2,57,315,[93, 15],[90, 17]
569.0,1,52,301,[32, 9],[33, 8]
569.0,2,57,315,[93, 15],[90, 17]
570.0,2,57,314,[92, 15],[90, 17]
570.0,1,52,300,[33, 8],null
571.0,2,57,312,[90, 17],null
571.0,1,54,299,[32, 7],null
572.0,1,54,299,[32, 7],null
572.0,2,57,312,[90, 17],null
573.0,1,54,297,[31, 9],null
573.0,2,57,310,[91, 19],null
574.0,1,54,296,[32, 9],[35, 6]
574.0,2,57,309,[90, 19],[88, 21]
575.0,2,57,309,[90, 19],[88, 21]
575.0,1,54,296,[32, 9],[35, 6]
576.0,1,54,295,[33, 8],[35, 6]
576.0,2,57,308,[89, 20],[88, 21]
577.0,1,54,293,[35, 6],null
577.0,2,57,306,[89, 21],null
578.0,1,54,292,[35, 5],[35, 4]
578.0,2,57,305,[89, 20],[89, 19]
579.0,2,57,304,[89, 19],null
579.0,1,54,291,[35, 4],null
580.0,2,57,303,[88, 19],[87, 20]
580.0,1,54,290,[35, 5],[36, 6]
581.0,2,57,303,[88, 19],[87, 20]
581.0,1,54,290,[35, 5],[36, 6]
582.0,2,57,302,[87, 20],null
582.0,1,54,289,[36, 6],null
583.0,2,57,301,[88, 20],[89, 21]
583.0,1,54,288,[35, 7],[32, 10]
584.0,2,57,299,[90, 20],[93, 17]
584.0,1,54,286,[33, 9],[32, 10]
585.0,1,54,286,[33, 9],[32, 10]
585.0,2,57,299,[90, 20],[93, 17]
586.0,2,57,298,[91, 19],[93, 17]
586.0,1,54,285,[32, 10],null
587.0,2,57,296,[93, 17],null
587.0,1,54,283,[33, 11],[35, 13]
588.0,2,57,296,[93, 17],null
588.0,1,54,283,[33, 11],[35, 13]
589.0,2,57,295,[92, 17],[90, 17]
589.0,1,54,282,[34, 12],[35, 13]
590.0,2,57,294,[91, 17],[90, 17]
590.0,1,54,281,[35, 13],null
591.0,2,57,293,[90, 17],null
591.0,1,54,280,[35, 14],[35, 15]
592.0,2,57,291,[90, 15],[91, 14]
592.0,1,54,278,[36, 14],[39, 11]
593.0,2,57,290,[91, 14],null
593.0,1,54,277,[37, 13],[39, 11]
594.0,2,57,289,[90, 14],[87, 11]
594.0,1,54,276,[38, 12],[39, 11]
595.0,1,54,276,[38, 12],[39, 11]
595.0,2,57,289,[90, 14],[87, 11]
596.0,1,54,274,[38, 11],[35, 10]
596.0,2,57,287,[88, 12],[87, 11]
597.0,1,54,273,[37, 11],[35, 10]
597.0,2,57,286,[87, 11],null
598.0,2,67,286,[87, 11],null
598.0,1,54,272,[36, 11],[35, 10]
599.0,1,54,271,[35, 10],null
599.0,2,67,285,[86, 11],[85, 12]
600.0,2,67,285,[86, 11],[85, 12]
600.0,1,54,271,[35, 10],null
601.0,2,67,284,[85, 12],null
601.0,1,54,270,[36, 10],[39, 9]
602.0,1,54,269,[37, 10],[39, 9]
602.0,2,67,283,[86, 12],null
603.0,1,54,267,[39, 9],null
603.0,2,67,281,[84, 14],[82, 16]
604.0,1,54,267,[39, 9],null
604.0,2,67,280,[83, 15],[82, 16]
605.0,2,67,280,[83, 15],[82, 16]
605.0,1,54,267,[39, 9],null
606.0,2,67,278,[82, 15],[84, 12]
606.0,1,54,265,[41, 9],[43, 10]
607.0,1,54,265,[41, 9],[43, 10]
607.0,2,67,278,[82, 15],[84, 12]
608.0,1,54,264,[42, 9],[43, 10]
608.0,2,67,277,[82, 14],[84, 12]
609.0,2,67,276,[83, 13],[84, 12]
609.0,1,54,263,[43, 10],null
610.0,2,67,275,[84, 12],null
610.0,1,54,262,[42, 10],[40, 8]
611.0,2,67,273,[86, 13],[88, 15]
611.0,1,54,260,[40, 8],null
612.0,2,67,272,[87, 14],[88, 15]
612.0,1,54,259,[41, 8],[42, 9]
613.0,2,67,271,[88, 15],null
613.0,1,54,258,[42, 9],null
614.0,1,54,257,[43, 8],[44, 7]
614.0,2,67,270,[89, 15],[92, 18]
615.0,1,54,256,[44, 7],null
615.0,2,67,269,[90, 16],[92, 18]
616.0,1,54,256,[44, 7],null
616.0,2,67,269,[90, 16],[92, 18]
617.0,1,54,254,[42, 7],[40, 8]
617.0,2,67,267,[92, 18],null
618.0,1,54,254,[42, 7],[40, 8]
618.0,2,67,267,[92, 18],null
619.0,2,67,265,[92, 16],[91, 14]
619.0,1,54,252,[40, 8],null
620.0,1,54,252,[40, 8],null
620.0,2,67,265,[92, 16],[91, 14]
621.0,2,67,263,[91, 14],null
621.0,1,54,250,[42, 8],null
622.0,1,54,250,[42, 8],null
622.0,2,67,263,[91, 14],null
623.0,2,67,262,[92, 14],[94, 14]
623.0,1,54,249,[42, 7],[43, 5]
624.0,1,54,248,[42, 6],[43, 5]
624.0,2,67,261,[93, 14],[94, 14]
625.0,1,54,246,[43, 6],[42, 7]
625.0,2,67,259,[95, 14],[97, 14]
626.0,2,67,258,[96, 14],[97, 14]
626.0,1,54,245,[42, 7],null
627.0,1,54,245,[42, 7],null
627.0,2,67,258,[96, 14],[97, 14]
628.0,2,67,257,[97, 14],null
628.0,1,54,244,[42, 8],[42, 11]
629.0,1,54,243,[42, 9],[42, 11]
629.0,2,67,256,[98, 14],[99, 15]
630.0,1,54,241,[42, 11],null
630.0,2,67,254,[99, 14],[98, 11]
631.0,2,67,254,[99, 14],[98, 11]
631.0,1,54,241,[42, 11],null
632.0,1,54,239,[40, 11],[38, 13]
632.0,2,67,252,[99, 12],[98, 11]
633.0,1,54,239,[40, 11],[38, 13]
633.0,2,67,252,[99, 12],[98, 11]
634.0,2,67,251,[98, 11],null
634.0,1,54,238,[39, 12],[38, 13]
635.0,1,54,236,[38, 12],[40, 9]
635.0,2,67,249,[98, 13],[99, 14]
636.0,2,67,248,[99, 14],null
636.0,1,54,235,[38, 11],[40, 9]
637.0,2,67,248,[99, 14],null
637.0,1,54,235,[38, 11],[40, 9]
638.0,2,67,246,[1, 14],[3, 12]
638.0,1,54,233,[40, 9],null
639.0,2,67,246,[1, 14],[3, 12]
639.0,1,54,233,[40, 9],null
640.0,1,54,232,[39, 9],[38, 8]
640.0,2,67,245,[2, 13],[3, 12]
641.0,1,54,230,[37, 8],[36, 7]
641.0,2,67,243,[3, 11],[4, 10]
642.0,1,54,229,[36, 7],null
642.0,2,67,242,[4, 10],null
643.0,1,54,228,[35, 7],[34, 8]
643.0,2,67,241,[5, 10],[8, 8]
644.0,1,54,227,[34, 8],null
644.0,2,67,240,[6, 10],[8, 8]
645.0,2,67,240,[6, 10],[8, 8]
